# platform=macos kernel=darwin host=jimin318lee.local sample_rate=48000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,replot_count,fg_wait_ms
3724,480,0,0.0,0.124,0.011,0.113,0.001,0.000,0.111,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,10.821
3725,480,0,0.0,0.134,0.022,0.112,0.002,0.000,0.110,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,20.598
3726,480,0,0.0,0.113,0.009,0.104,0.001,0.000,0.102,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,18.479
3727,480,0,0.0,0.117,0.011,0.106,0.002,0.000,0.104,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,9.187
3728,480,0,0.0,0.136,0.018,0.118,0.003,0.000,0.115,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,18.845
3729,480,0,0.0,0.112,0.008,0.104,0.002,0.000,0.102,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,9.654
3730,480,0,0.0,0.111,0.008,0.103,0.002,0.000,0.101,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,25.605
3731,480,0,0.0,0.050,0.012,0.038,0.001,0.000,0.036,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.390
3732,480,0,0.0,0.041,0.011,0.030,0.002,0.000,0.028,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,7.400
3733,480,0,0.0,0.049,0.017,0.032,0.002,0.000,0.030,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,21.324
3734,480,0,0.0,0.107,0.008,0.099,0.001,0.000,0.098,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,12.055
3735,480,0,0.0,0.122,0.014,0.108,0.002,0.000,0.106,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,2.747
3736,480,0,0.0,0.122,0.014,0.108,0.002,0.000,0.106,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,19.642
3737,480,0,0.0,0.111,0.008,0.103,0.002,0.000,0.101,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,10.393
3738,480,0,0.0,0.128,0.017,0.111,0.002,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,21.907
3739,480,0,0.0,0.109,0.008,0.101,0.002,0.000,0.099,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,19.957
3740,480,0,0.0,0.117,0.011,0.106,0.002,0.000,0.104,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,10.673
3741,480,0,0.0,0.121,0.018,0.103,0.002,0.000,0.101,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,20.563
3742,480,0,0.0,0.128,0.014,0.114,0.002,0.000,0.112,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,11.264
3743,480,0,0.0,0.078,0.007,0.071,0.002,0.000,0.069,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,27.124
3744,480,0,0.0,0.044,0.011,0.033,0.002,0.000,0.031,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,25.785
3745,480,0,0.0,0.046,0.006,0.040,0.002,0.000,0.038,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.897
3746,480,0,0.0,0.092,0.018,0.074,0.002,0.000,0.072,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,26.079
3747,480,0,0.0,0.128,0.015,0.113,0.001,0.000,0.112,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.771
3748,480,0,0.0,0.118,0.008,0.110,0.002,0.000,0.108,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,7.501
3749,480,0,0.0,0.131,0.016,0.115,0.002,0.000,0.113,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,27.643
3750,480,0,0.0,0.121,0.012,0.109,0.002,0.000,0.107,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,18.397
3751,480,0,0.0,0.115,0.009,0.106,0.002,0.000,0.104,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,9.122
3752,480,0,0.0,0.133,0.013,0.120,0.001,0.000,0.119,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,27.152
3753,480,0,0.0,0.130,0.012,0.118,0.001,0.000,0.117,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,17.888
3754,480,0,0.0,0.118,0.007,0.111,0.001,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,8.687
3755,480,0,0.0,0.147,0.020,0.127,0.002,0.000,0.125,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,25.355
3756,480,0,0.0,0.042,0.010,0.032,0.002,0.000,0.030,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.167
3757,480,0,0.0,0.039,0.008,0.031,0.002,0.000,0.029,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,7.166
3758,480,0,0.0,0.047,0.014,0.033,0.002,0.000,0.031,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,22.874
3759,480,0,0.0,0.112,0.007,0.105,0.002,0.000,0.103,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,13.605
3760,480,0,0.0,0.124,0.008,0.116,0.002,0.000,0.114,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,4.328
3761,480,0,0.0,0.126,0.015,0.111,0.002,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.214
3762,480,0,0.0,0.124,0.012,0.112,0.001,0.000,0.111,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,13.982
3763,480,0,0.0,0.117,0.007,0.110,0.002,0.000,0.108,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.718
3764,480,0,0.0,0.123,0.012,0.111,0.002,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.809
3765,480,0,0.0,0.116,0.011,0.105,0.002,0.000,0.103,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.611
3766,480,0,0.0,0.123,0.008,0.115,0.002,0.000,0.113,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.347
3767,480,0,0.0,0.132,0.019,0.113,0.002,0.000,0.111,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,22.630
3768,480,0,0.0,0.078,0.009,0.069,0.002,0.000,0.067,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,13.459
3769,480,0,0.0,0.040,0.010,0.030,0.002,0.000,0.028,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,4.190
3770,480,0,0.0,0.049,0.015,0.034,0.002,0.000,0.032,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,20.706
3771,480,0,0.0,0.082,0.010,0.072,0.002,0.000,0.070,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,11.468
3772,480,0,0.0,0.129,0.015,0.114,0.002,0.000,0.112,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,2.184
3773,480,0,0.0,0.132,0.017,0.115,0.002,0.000,0.113,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,19.200
3774,480,0,0.0,0.115,0.008,0.107,0.002,0.000,0.105,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,10.003
3775,480,0,0.0,0.127,0.016,0.111,0.002,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,26.948
3776,480,0,0.0,0.136,0.012,0.124,0.002,0.000,0.122,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,17.680
3777,480,0,0.0,0.120,0.008,0.112,0.002,0.000,0.110,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,8.440
3778,480,0,0.0,0.127,0.010,0.117,0.002,0.000,0.115,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.579
3779,480,0,0.0,0.130,0.010,0.120,0.002,0.000,0.118,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.312
3780,480,0,0.0,0.118,0.007,0.111,0.002,0.000,0.109,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.069
3781,480,0,0.0,0.048,0.016,0.032,0.001,0.000,0.031,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,24.594
3782,480,0,0.0,0.205,0.043,0.162,0.001,0.000,0.146,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,15.581
3783,480,0,0.0,0.056,0.020,0.036,0.001,0.000,0.035,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,6.794
3784,480,0,0.0,0.416,0.099,0.317,0.014,0.000,0.303,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,33.610
3785,480,0,0.0,0.466,0.118,0.348,0.002,0.000,0.346,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,24.287
3786,480,0,0.0,0.157,0.025,0.132,0.002,0.000,0.129,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,15.352
3787,480,0,0.0,0.134,0.018,0.116,0.002,0.000,0.114,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,6.189
3788,480,0,0.0,0.126,0.018,0.108,0.002,0.000,0.106,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,27.445
3789,480,0,0.0,0.126,0.016,0.110,0.002,0.000,0.108,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,19.225
3790,480,0,0.0,0.110,0.008,0.102,0.002,0.000,0.100,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,10.038
3791,480,0,0.0,0.133,0.012,0.121,0.001,0.000,0.119,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,26.006
3792,480,0,0.0,0.117,0.012,0.105,0.002,0.000,0.103,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.784
3793,480,0,0.0,0.089,0.018,0.071,0.002,0.000,0.069,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,24.560
3794,480,0,0.0,0.044,0.013,0.031,0.001,0.000,0.030,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,15.910
3795,480,0,0.0,0.058,0.022,0.036,0.002,0.000,0.034,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,7.249
3796,480,0,0.0,0.085,0.015,0.070,0.002,0.000,0.068,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,23.233
3797,480,0,0.0,0.129,0.011,0.118,0.002,0.000,0.116,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.296
3798,480,0,0.0,0.126,0.013,0.113,0.002,0.000,0.111,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.050
3799,480,0,0.0,0.127,0.010,0.117,0.002,0.000,0.115,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.320
3800,480,0,0.0,0.113,0.008,0.105,0.002,0.000,0.103,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.109
3801,480,0,0.0,0.117,0.009,0.108,0.002,0.000,0.106,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.076
3802,480,0,0.0,0.118,0.011,0.107,0.002,0.000,0.105,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,20.714
3803,480,0,0.0,0.112,0.007,0.105,0.002,0.000,0.103,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,11.505
3804,480,0,0.0,0.124,0.011,0.113,0.002,0.000,0.111,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,2.262
3805,480,0,0.0,0.126,0.011,0.115,0.002,0.000,0.113,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,16.897
3806,480,0,0.0,0.046,0.013,0.033,0.002,0.000,0.031,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,7.713
3807,480,0,0.0,0.042,0.012,0.030,0.002,0.000,0.028,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.773
3808,480,0,0.0,0.039,0.010,0.029,0.002,0.000,0.027,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.537
3809,480,0,0.0,0.123,0.013,0.110,0.002,0.000,0.108,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,2,5.254
3810,480,0,0.0,0.123,0.011,0.112,0.001,0.000,0.110,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,23.781
3811,480,0,0.0,0.114,0.006,0.108,0.001,0.000,0.105,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,14.601
3812,480,0,0.0,0.128,0.013,0.115,0.001,0.000,0.113,0.000,0.000,100.1,48071.7,480.0,100.1,48047.8,480.0,1,5.358
3813,480,0,0.0,0.130,0.012,0.118,0.001,0.000,0.116,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,23.291
3814,480,0,0.0,0.124,0.011,0.113,0.002,0.000,0.111,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,14.071
3815,480,0,0.0,0.133,0.013,0.120,0.001,0.000,0.119,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,4.830
3816,480,0,0.0,0.133,0.015,0.118,0.002,0.000,0.116,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,21.730
3817,480,0,0.0,0.123,0.009,0.114,0.001,0.000,0.111,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,12.523
3818,480,0,0.0,0.159,0.037,0.122,0.008,0.000,0.114,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,3.255
3819,480,0,0.0,0.045,0.014,0.031,0.002,0.000,0.029,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.144
3820,480,0,0.0,0.041,0.008,0.033,0.002,0.000,0.031,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,10.226
3821,480,0,0.0,0.086,0.017,0.069,0.002,0.000,0.067,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,19.591
3822,480,0,0.0,0.120,0.009,0.111,0.002,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.386
3823,480,0,0.0,0.126,0.014,0.112,0.002,0.000,0.110,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,28.883
3824,480,0,0.0,0.134,0.017,0.117,0.002,0.000,0.115,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.659
3825,480,0,0.0,0.129,0.012,0.117,0.002,0.000,0.115,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,10.470
3826,480,0,0.0,0.134,0.016,0.118,0.002,0.000,0.116,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,28.567
3827,480,0,0.0,0.118,0.010,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.376
3828,480,0,0.0,0.121,0.007,0.114,0.002,0.000,0.112,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,10.179
3829,480,0,0.0,0.132,0.022,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.582
3830,480,0,0.0,0.121,0.011,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.229
3831,480,0,0.0,0.059,0.020,0.039,0.002,0.000,0.036,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,26.521
3832,480,0,0.0,0.053,0.016,0.037,0.002,0.000,0.032,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.605
3833,480,0,0.0,0.042,0.010,0.032,0.001,0.000,0.031,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,8.396
3834,480,0,0.0,0.121,0.015,0.106,0.002,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,23.870
3835,480,0,0.0,0.115,0.007,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,14.666
3836,480,0,0.0,0.113,0.007,0.106,0.002,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,5.460
3837,480,0,0.0,0.137,0.023,0.114,0.002,0.000,0.112,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,27.562
3838,480,0,0.0,0.120,0.012,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,18.354
3839,480,0,0.0,0.122,0.011,0.111,0.002,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,9.133
3840,480,0,0.0,0.131,0.011,0.120,0.002,0.000,0.118,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,26.654
3841,480,0,0.0,0.116,0.011,0.105,0.001,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.470
3842,480,0,0.0,0.114,0.010,0.104,0.002,0.000,0.102,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,8.261
3843,480,0,0.0,0.086,0.012,0.074,0.002,0.000,0.072,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,22.838
3844,480,0,0.0,0.038,0.007,0.031,0.002,0.000,0.029,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,13.670
3845,480,0,0.0,0.040,0.009,0.031,0.002,0.000,0.029,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,4.770
3846,480,0,0.0,0.084,0.015,0.069,0.002,0.000,0.067,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,18.625
3847,480,0,0.0,0.129,0.015,0.114,0.001,0.000,0.113,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,9.386
3848,480,0,0.0,0.137,0.020,0.117,0.001,0.000,0.115,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,26.277
3849,480,0,0.0,0.119,0.009,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.094
3850,480,0,0.0,0.124,0.010,0.114,0.002,0.000,0.112,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,7.894
3851,480,0,0.0,0.128,0.018,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,24.148
3852,480,0,0.0,0.115,0.007,0.108,0.001,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,14.978
3853,480,0,0.0,0.117,0.010,0.107,0.002,0.000,0.105,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,5.788
3854,480,0,0.0,0.120,0.011,0.109,0.002,0.000,0.107,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,20.403
3855,480,0,0.0,0.107,0.006,0.101,0.002,0.000,0.098,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.226
3856,480,0,0.0,0.051,0.016,0.035,0.002,0.000,0.033,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,2.056
3857,480,0,0.0,0.040,0.011,0.029,0.002,0.000,0.027,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.915
3858,480,0,0.0,0.036,0.008,0.028,0.001,0.000,0.027,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,8.805
3859,480,0,0.0,0.116,0.011,0.105,0.001,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,23.580
3860,480,0,0.0,0.124,0.011,0.113,0.002,0.000,0.111,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,14.449
3861,480,0,0.0,0.120,0.011,0.109,0.002,0.000,0.107,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,5.330
3862,480,0,0.0,0.122,0.012,0.110,0.001,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,29.586
3863,480,0,0.0,0.124,0.014,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,20.476
3864,480,0,0.0,0.145,0.015,0.130,0.002,0.000,0.128,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.339
3865,480,0,0.0,0.121,0.010,0.111,0.001,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,21.689
3866,480,0,0.0,0.127,0.013,0.114,0.001,0.000,0.112,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,20.218
3867,480,0,0.0,0.113,0.007,0.106,0.002,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.110
3868,480,0,0.0,0.084,0.013,0.071,0.002,0.000,0.069,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,20.168
3869,480,0,0.0,0.045,0.017,0.028,0.002,0.000,0.026,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.052
3870,480,0,0.0,0.034,0.008,0.026,0.002,0.000,0.024,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,29.332
3871,480,0,0.0,0.078,0.014,0.064,0.001,0.000,0.063,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,20.230
3872,480,0,0.0,0.120,0.011,0.109,0.002,0.000,0.107,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.272
3873,480,0,0.0,0.116,0.012,0.104,0.002,0.000,0.102,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,28.709
3874,480,0,0.0,0.118,0.010,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.537
3875,480,0,0.0,0.108,0.010,0.098,0.002,0.000,0.096,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,10.385
3876,480,0,0.0,0.124,0.017,0.107,0.002,0.000,0.105,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.852
3877,480,0,0.0,0.112,0.010,0.102,0.002,0.000,0.100,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.995
3878,480,0,0.0,0.121,0.013,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,27.929
3879,480,0,0.0,0.127,0.009,0.118,0.002,0.000,0.115,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,18.801
3880,480,0,0.0,0.116,0.008,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,9.645
3881,480,0,0.0,0.063,0.022,0.041,0.002,0.000,0.039,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,24.771
3882,480,0,0.0,0.045,0.009,0.036,0.002,0.000,0.033,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,15.945
3883,480,0,0.0,0.044,0.011,0.033,0.002,0.000,0.031,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,6.819
3884,480,0,0.0,0.112,0.011,0.101,0.001,0.000,0.099,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,20.937
3885,480,0,0.0,0.114,0.009,0.105,0.001,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,11.793
3886,480,0,0.0,0.117,0.014,0.103,0.002,0.000,0.101,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,6.046
3887,480,0,0.0,0.123,0.012,0.111,0.001,0.000,0.110,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,22.983
3888,480,0,0.0,0.113,0.007,0.106,0.002,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,13.851
3889,480,0,0.0,0.119,0.008,0.111,0.002,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,6.441
3890,480,0,0.0,0.131,0.019,0.112,0.002,0.000,0.110,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,24.139
3891,480,0,0.0,0.116,0.010,0.106,0.002,0.000,0.104,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,15.033
3892,480,0,0.0,0.120,0.010,0.110,0.002,0.000,0.108,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,6.035
3893,480,0,0.0,0.083,0.013,0.070,0.002,0.000,0.068,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,22.730
3894,480,0,0.0,0.042,0.012,0.030,0.002,0.000,0.028,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,13.552
3895,480,0,0.0,0.040,0.009,0.031,0.002,0.000,0.029,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,4.703
3896,480,0,0.0,0.082,0.014,0.068,0.002,0.000,0.066,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,2,18.724
3897,480,0,0.0,0.115,0.008,0.107,0.002,0.000,0.105,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,9.535
3898,480,0,0.0,0.130,0.018,0.112,0.002,0.000,0.110,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,26.480
3899,480,0,0.0,0.133,0.011,0.122,0.002,0.000,0.120,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.320
3900,480,0,0.0,0.112,0.008,0.104,0.001,0.000,0.102,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,8.993
3901,480,0,0.0,0.136,0.023,0.113,0.002,0.000,0.111,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,19.701
3902,480,0,0.0,0.113,0.009,0.104,0.002,0.000,0.102,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,17.518
3903,480,0,0.0,0.123,0.016,0.107,0.002,0.000,0.105,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,25.988
3904,480,0,0.0,0.125,0.014,0.111,0.002,0.000,0.109,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,16.836
3905,480,0,0.0,0.114,0.006,0.108,0.002,0.000,0.106,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,7.676
3906,480,0,0.0,0.044,0.014,0.030,0.002,0.000,0.028,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,23.392
3907,480,0,0.0,0.042,0.011,0.031,0.002,0.000,0.029,0.000,0.000,100.5,48262.8,480.0,100.6,48286.9,480.0,1,14.553
