frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.9,0.9,10.9,1.7,89.5,1644.0,16214.9,87.0,2400.0,917510
200,28.8,3.2,11.8,2.0,98.8,1651.3,16214.9,86.5,2400.0,917510
300,28.4,1.7,8.0,3.8,99.2,1664.9,16214.9,86.5,2400.0,917510
400,28.3,2.2,9.5,2.9,99.3,1663.3,16214.9,87.0,2400.0,917510
500,28.0,0.9,7.2,3.1,99.1,1665.9,16214.9,88.1,2400.0,917510
600,27.9,2.0,6.5,3.2,99.2,1661.0,16214.9,88.1,2400.0,917510
700,27.8,1.7,3.0,7.3,99.1,1659.2,16214.9,87.5,2400.0,917510
800,28.1,1.5,2.6,8.6,99.3,1653.7,16214.9,88.1,2400.0,917510
900,28.1,2.8,1.4,8.5,99.1,1651.8,16214.9,88.1,2400.0,917510
1000,28.1,2.1,2.4,8.7,99.3,1660.0,16214.9,89.8,2400.0,917510
