frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.7,1.4,7.1,87.2,5.8,1631.1,16214.9,88.1,2400.0,917510
200,28.8,1.7,5.8,98.8,9.9,1641.6,16214.9,88.1,2400.0,917510
300,28.1,0.4,4.1,98.8,6.7,1648.9,16214.9,89.8,2400.0,917510
400,27.9,2.5,5.0,99.3,5.1,1667.8,16214.9,88.7,2400.0,917510
500,28.0,1.6,3.3,99.2,7.3,1667.5,16214.9,88.1,2400.0,917510
600,27.8,1.7,3.5,99.3,5.6,1659.6,16214.9,88.7,2400.0,917510
700,28.0,1.9,4.4,99.6,7.3,1662.9,16214.9,88.1,2400.0,917510
800,28.2,1.9,3.9,99.0,7.3,1659.5,16214.9,89.8,2400.0,917510
900,27.6,1.8,4.5,99.3,4.2,1657.7,16214.9,90.3,2400.0,917510
1000,28.0,2.3,4.3,99.3,5.9,1655.9,16214.9,89.8,2400.0,917510
1100,27.9,1.4,2.9,99.4,7.1,1664.3,16214.9,89.2,2400.0,917510
1200,27.7,2.7,3.8,99.1,4.7,1657.5,16214.9,88.7,2400.0,917510
1300,27.8,3.0,2.0,99.3,5.7,1652.9,16214.9,88.1,2400.0,917510
