frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,1.7,27.4,70.0,6.4,1626.1,16214.9,85.4,2400.0,917510
200,28.4,3.2,8.8,98.8,2.8,1630.2,16214.9,87.0,2400.0,917510
300,28.2,2.8,6.0,99.2,3.5,1644.0,16214.9,85.9,2400.0,917510
400,27.9,2.3,7.3,99.2,2.3,1647.4,16214.9,87.0,2400.0,917510
500,28.4,5.7,6.5,99.2,1.2,1648.1,16214.9,88.7,2400.0,917510
600,28.4,5.1,6.6,99.2,1.2,1654.2,16214.9,87.5,2400.0,917510
700,27.6,4.1,5.0,99.1,1.3,1652.9,16214.9,88.1,2400.0,917510
800,28.4,5.2,6.6,99.3,2.2,1649.7,16214.9,89.2,2400.0,917510
900,28.3,5.7,7.0,99.6,1.3,1650.2,16214.9,88.1,2400.0,917510
1000,28.2,3.7,7.9,99.3,1.8,1677.0,16214.9,87.5,2400.0,917510
