frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,10.9,5.1,2.5,88.3,2326.4,16214.9,85.4,2400.0,917510
200,29.9,12.3,5.6,1.6,99.2,2319.3,16214.9,86.5,2400.0,917510
300,29.7,11.2,3.8,5.5,99.1,2318.7,16214.9,86.5,2400.0,917510
400,29.2,10.8,2.1,5.1,99.3,2324.2,16214.9,87.0,2400.0,917510
500,29.6,10.7,2.8,5.7,99.2,2324.7,16214.9,86.5,2400.0,917510
600,29.6,10.7,2.4,5.2,99.0,2320.7,16214.9,86.5,2400.0,917510
700,29.0,10.0,1.6,5.2,99.2,2319.8,16214.9,85.9,2400.0,917510
800,29.0,8.8,2.7,5.2,99.3,2317.6,16214.9,86.5,2400.0,917510
900,29.1,9.4,3.2,5.4,99.3,2323.9,16214.9,87.0,2400.0,917510
1000,29.1,9.4,2.2,4.5,99.3,2324.0,16214.9,87.0,2400.0,917510
1100,29.9,10.1,1.4,9.1,99.3,2323.1,16214.9,86.5,2400.0,917510
1200,28.2,7.8,1.8,3.6,99.1,2318.9,16214.9,86.5,2400.0,917510
1300,28.7,9.8,1.7,3.1,99.3,2317.4,16214.9,85.4,2400.0,917510
1400,28.4,9.3,1.9,2.9,99.1,2315.1,16214.9,87.0,2400.0,917510
