frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,90.2,13.0,2.5,3.3,2295.2,16214.9,85.9,2400.0,917510
200,29.1,98.8,12.6,2.4,2.0,2298.5,16214.9,85.9,2400.0,917510
300,29.0,99.2,12.2,2.1,2.9,2299.0,16214.9,85.4,2400.0,917510
400,29.3,99.0,10.6,5.9,2.0,2303.0,16214.9,85.9,2400.0,917510
500,29.1,99.6,10.1,5.0,1.6,2298.5,16214.9,85.9,2400.0,917510
600,29.0,99.3,8.5,4.2,2.1,2298.6,16214.9,87.0,2400.0,917510
700,28.8,98.9,9.6,4.0,0.7,2294.9,16214.9,87.0,2400.0,917510
800,29.0,99.6,9.3,5.2,2.2,2292.3,16214.9,87.0,2400.0,917510
900,28.6,99.0,8.9,4.1,2.0,2290.1,16214.9,85.4,2400.0,917510
1000,28.7,99.3,7.8,5.5,2.0,2288.6,16214.9,87.5,2400.0,917510
1100,28.8,8.2,8.5,5.1,93.1,2290.4,16214.9,87.5,2400.0,917510
1200,28.7,2.5,8.5,5.0,99.1,2287.6,16214.9,87.5,2400.0,917510
1300,29.1,1.7,9.6,5.2,99.3,2285.4,16214.9,85.4,2400.0,917510
