# platform=debian kernel=linux host=lg1 device=rpi1 git_commit=bd7d1f3 sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,sync_locked,bph,rate_spd,beat_error_ms,amplitude_deg
1,1920,0,0.1,0.337,0.188,0.149,0.012,0.001,0.096,0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
2,1920,0,0.1,13.857,13.698,0.159,0.012,0.002,0.079,0.001,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
3,1920,0,0.1,3.800,3.449,0.351,0.016,0.002,0.110,0.131,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
4,1920,0,0.1,0.396,0.051,0.345,0.011,0.001,0.140,0.152,0.040,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
5,1920,0,0.1,0.438,0.037,0.401,0.011,0.001,0.184,0.150,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
6,1920,0,0.1,0.326,0.029,0.297,0.007,0.001,0.156,0.084,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
7,1920,0,0.1,0.493,0.030,0.463,0.008,0.000,0.204,0.191,0.060,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
8,1920,0,0.1,0.427,0.035,0.392,0.008,0.000,0.233,0.083,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
9,1920,0,0.1,0.479,0.034,0.445,0.008,0.001,0.281,0.080,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
10,1920,0,0.1,0.620,0.057,0.563,0.008,0.001,0.351,0.101,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
11,1920,0,0.1,0.379,0.033,0.346,0.008,0.001,0.163,0.076,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
12,1920,0,0.1,0.622,0.041,0.581,0.012,0.000,0.269,0.155,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
13,1920,0,0.1,0.652,0.051,0.601,0.012,0.000,0.316,0.110,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
14,1920,0,0.1,0.510,0.081,0.429,0.012,0.001,0.105,0.129,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
15,1920,0,0.1,0.887,0.055,0.832,0.012,0.000,0.520,0.108,0.190,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
16,1920,0,0.1,0.910,0.055,0.855,0.012,0.001,0.511,0.114,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
17,1920,0,0.1,0.630,0.064,0.566,0.008,0.001,0.287,0.102,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
18,1920,0,0.1,0.482,0.057,0.425,0.008,0.000,0.176,0.074,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
19,1920,0,0.1,3.610,2.979,0.631,0.009,0.002,0.091,0.111,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
20,1920,0,0.1,5.567,4.803,0.764,0.010,0.001,0.063,0.270,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
21,1920,0,0.1,8.949,8.099,0.850,0.012,0.001,0.410,0.110,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
22,3840,0,0.1,24.673,23.669,1.004,0.025,0.001,0.419,0.229,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
23,3840,0,0.1,28.969,27.857,1.112,0.025,0.001,0.412,0.268,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
24,3840,0,0.1,33.482,32.461,1.021,0.019,0.001,0.548,0.177,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
25,3840,0,0.1,31.549,30.503,1.046,0.018,0.002,0.544,0.179,0.300,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
26,3840,0,0.1,30.963,29.965,0.998,0.018,0.001,0.253,0.225,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
27,3840,0,0.1,29.696,28.604,1.092,0.018,0.001,0.313,0.266,0.490,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
28,3840,0,0.1,27.779,26.636,1.143,0.018,0.001,0.559,0.179,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
29,3840,0,0.1,23.688,22.555,1.133,0.018,0.002,0.325,0.290,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
30,3840,0,0.1,30.940,29.696,1.244,0.025,0.001,0.351,0.256,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
31,5760,0,0.2,41.279,39.234,2.045,0.036,0.001,1.111,0.327,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
32,3840,0,0.1,33.149,31.823,1.326,0.024,0.002,0.455,0.231,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
33,5760,0,0.2,45.342,43.453,1.889,0.036,0.001,0.859,0.324,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
34,3840,0,0.1,37.510,36.217,1.293,0.025,0.002,0.235,0.277,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
35,5760,0,0.2,49.887,47.971,1.916,0.037,0.001,0.792,0.359,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
36,5760,0,0.2,42.474,40.595,1.879,0.037,0.001,0.765,0.340,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
37,3840,0,0.1,35.493,33.934,1.559,0.026,0.001,0.497,0.233,0.801,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
38,5760,0,0.2,46.570,44.572,1.998,0.037,0.002,0.833,0.321,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
39,3840,0,0.1,37.171,35.608,1.563,0.024,0.001,0.381,0.283,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
40,5760,0,0.2,47.492,45.746,1.746,0.026,0.001,0.762,0.292,0.662,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
41,3840,0,0.1,24.467,23.036,1.431,0.019,0.001,0.254,0.239,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
42,3840,0,0.1,20.718,19.339,1.379,0.018,0.001,0.199,0.220,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
43,1920,0,0.1,18.081,16.637,1.444,0.013,0.001,0.092,0.200,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
44,5760,0,0.2,46.453,44.208,2.245,0.036,0.002,0.858,0.364,0.979,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
45,3840,0,0.1,36.592,34.876,1.716,0.025,0.001,0.343,0.250,1.092,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
46,5760,0,0.2,47.323,45.175,2.148,0.036,0.001,0.755,0.305,1.047,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
47,3840,0,0.1,38.270,36.494,1.776,0.025,0.001,0.422,0.247,1.078,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
48,1920,0,0.1,20.559,19.210,1.349,0.012,0.000,0.185,0.116,1.035,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
49,3840,0,0.1,31.846,30.018,1.828,0.025,0.002,0.354,0.247,1.197,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
50,5760,0,0.2,41.820,39.566,2.254,0.037,0.001,0.720,0.308,1.184,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
51,3840,0,0.1,32.975,31.095,1.880,0.025,0.001,0.357,0.273,1.222,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
52,5760,0,0.2,43.971,41.638,2.333,0.037,0.001,0.766,0.315,1.210,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
53,3840,0,0.1,35.845,33.933,1.912,0.025,0.002,0.360,0.252,1.270,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
54,5760,0,0.2,51.485,47.029,4.456,0.038,0.001,0.762,2.307,1.343,0.0,0.0,0.0,0.0,0.0,0.0,1,28800,,,
55,5760,0,0.2,50.713,47.780,2.933,0.037,0.240,1.025,0.305,1.322,0.0,0.0,0.0,0.0,0.0,0.0,1,28800,,,
56,5760,0,0.2,45.490,43.307,2.183,0.034,0.180,0.273,0.340,1.351,0.0,0.0,0.0,0.0,0.0,0.0,1,28800,,,
57,5760,0,0.2,42.532,38.389,4.143,0.035,0.225,1.914,0.587,1.377,0.0,0.0,0.0,0.0,0.0,0.0,1,28800,,,113.0
58,5760,0,0.2,42.040,39.557,2.483,0.037,0.180,0.459,0.331,1.472,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,,,113.0
59,3840,0,0.1,38.466,35.142,3.324,0.023,0.127,1.238,0.469,1.466,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,,8.601,113.0
60,1920,0,0.1,21.710,19.411,2.299,0.012,0.060,0.642,0.109,1.475,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,,8.601,113.0
61,5760,0,0.2,41.307,38.817,2.490,0.037,0.182,0.383,0.358,1.527,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,,8.601,113.0
62,3840,0,0.1,37.264,34.013,3.251,0.027,0.148,1.038,0.501,1.534,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,8.601,112.8
63,5760,0,0.2,55.505,52.257,3.248,0.039,0.182,1.108,0.327,1.588,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,8.601,112.8
64,5760,0,0.2,50.211,46.697,3.514,0.036,0.208,0.945,0.711,1.610,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,6.307,112.8
65,3840,0,0.1,38.616,36.483,2.133,0.020,0.084,0.663,0.155,1.208,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,6.307,112.8
66,1920,0,0.1,20.838,19.528,1.310,0.008,0.042,0.053,0.087,1.119,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,6.307,112.8
67,1920,0,0.1,18.353,16.511,1.842,0.009,0.049,0.120,0.137,1.524,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,-414.17,6.307,112.8
68,3840,0,0.1,34.850,32.662,2.188,0.018,0.112,0.462,0.346,1.247,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,452.99,6.307,107.8
69,5760,0,0.2,53.456,49.687,3.769,0.036,0.212,1.430,0.349,1.738,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,452.99,6.307,107.8
70,5760,0,0.2,48.773,46.385,2.388,0.028,0.159,0.407,0.442,1.349,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,452.99,6.290,107.8
71,3840,0,0.1,34.127,31.590,2.537,0.018,0.089,0.901,0.186,1.340,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,452.99,6.290,107.8
72,3840,0,0.1,34.083,31.902,2.181,0.017,0.090,0.173,0.265,1.633,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,452.99,6.290,107.8
73,5760,0,0.2,42.689,38.806,3.883,0.036,0.208,1.098,0.677,1.860,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,331.32,6.290,106.1
74,5760,0,0.2,46.548,42.706,3.842,0.038,0.182,1.368,0.320,1.928,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,331.32,6.290,106.1
75,5760,0,0.2,45.009,41.267,3.742,0.035,0.208,0.903,0.659,1.935,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,331.32,6.042,106.1
76,5760,0,0.2,48.536,44.694,3.842,0.036,0.178,1.282,0.325,2.015,53.0,101709.1,1920.0,28.4,101497.8,3575.0,1,28800,331.32,6.042,106.1
