frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,7.1,5.4,2.9,89.1,1633.9,16214.9,89.2,2400.0,917510
200,28.7,7.9,4.0,2.9,99.3,1636.8,16214.9,89.8,2400.0,917510
300,28.2,6.9,2.4,3.8,99.0,1644.9,16214.9,88.7,2400.0,917510
400,28.1,5.6,0.9,6.7,99.4,1665.5,16214.9,89.2,2400.0,917510
500,28.0,6.8,0.8,4.6,99.3,1663.7,16214.9,89.8,2400.0,917510
600,28.2,6.9,2.0,4.8,99.3,1655.8,16214.9,88.1,2400.0,917510
700,27.5,5.5,0.6,3.9,99.4,1653.1,16214.9,89.2,2400.0,917510
800,27.8,6.1,1.0,4.8,99.3,1647.8,16214.9,89.2,2400.0,917510
900,27.9,5.7,0.9,4.4,99.4,1648.1,16214.9,89.8,2400.0,917510
1000,27.9,7.1,1.3,5.2,99.3,1647.0,16214.9,89.8,2400.0,917510
1100,27.7,4.9,1.4,4.6,99.4,1644.3,16214.9,90.3,2400.0,917510
1200,27.9,6.8,2.0,3.6,99.3,1643.2,16214.9,88.7,2400.0,917510
