frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,11.8,28.3,63.4,2.3,2330.0,16214.9,84.8,2400.0,917510
200,29.4,10.7,5.3,99.2,1.2,2346.5,16214.9,85.9,2400.0,917510
300,29.0,9.0,4.9,98.7,2.6,2337.8,16214.9,84.8,2400.0,917510
400,28.9,9.7,5.6,42.6,57.4,2326.3,16214.9,85.9,2400.0,917510
500,28.6,8.9,5.2,93.4,7.9,2334.0,16214.9,86.5,2400.0,917510
600,29.0,10.6,4.0,99.0,2.3,2322.0,16214.9,86.5,2400.0,917510
700,28.6,9.2,3.7,99.2,1.2,2322.5,16214.9,86.5,2400.0,917510
800,28.8,11.0,2.7,99.3,1.7,2317.4,16214.9,87.5,2400.0,917510
900,28.7,9.6,2.8,99.2,2.0,2316.8,16214.9,86.5,2400.0,917510
1000,28.9,10.8,4.7,99.3,2.0,2316.1,16214.9,86.5,2400.0,917510
1100,28.6,9.6,3.7,99.1,2.0,2319.1,16214.9,87.0,2400.0,917510
1200,28.8,7.4,4.7,99.1,3.9,2317.0,16214.9,85.4,2400.0,917510
1300,28.5,2.3,3.1,99.3,8.8,2317.6,16214.9,88.1,2400.0,917510
1400,28.7,3.0,3.6,99.3,8.3,2319.5,16214.9,85.9,2400.0,917510
