frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,4.8,2.0,11.6,89.0,1655.5,16214.9,88.1,2400.0,917510
200,28.4,2.7,6.2,5.3,98.9,1663.6,16214.9,90.3,2400.0,917510
300,28.2,3.7,9.4,1.8,99.3,1665.9,16214.9,89.8,2400.0,917510
400,28.0,3.0,8.5,1.7,99.3,1680.4,16214.9,89.8,2400.0,917510
500,27.9,1.8,9.3,0.7,99.3,1670.2,16214.9,89.8,2400.0,917510
600,27.8,2.0,8.1,1.4,99.3,1669.4,16214.9,90.3,2400.0,917510
700,28.0,2.7,8.5,1.4,99.3,1661.5,16214.9,90.3,2400.0,917510
800,28.0,2.3,8.8,1.0,99.4,1655.4,16214.9,89.8,2400.0,917510
900,27.7,1.3,8.3,1.3,99.4,1653.8,16214.9,90.3,2400.0,917510
1000,27.5,1.2,7.3,0.9,99.4,1656.5,16214.9,89.8,2400.0,917510
1100,27.5,1.7,7.9,0.6,99.2,1654.6,16214.9,89.2,2400.0,917510
1200,27.6,1.7,7.3,1.6,99.3,1652.2,16214.9,88.7,2400.0,917510
