frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.7,11.4,90.1,2.1,5.9,2347.0,16214.9,87.0,2400.0,917510
200,29.3,10.5,99.2,0.8,5.6,2341.2,16214.9,85.9,2400.0,917510
300,29.7,10.8,99.2,2.1,5.5,2331.7,16214.9,87.0,2400.0,917510
400,29.0,9.6,99.0,4.4,2.0,2334.1,16214.9,87.0,2400.0,917510
500,29.4,10.8,99.6,4.2,2.5,2328.4,16214.9,86.5,2400.0,917510
600,29.3,9.5,99.3,5.4,2.9,2323.5,16214.9,87.0,2400.0,917510
700,29.2,9.3,98.8,4.3,3.1,2319.8,16214.9,87.5,2400.0,917510
800,29.0,10.3,99.3,4.5,3.1,2316.2,16214.9,89.2,2400.0,917510
900,28.8,8.6,99.3,4.1,2.4,2315.8,16214.9,87.5,2400.0,917510
1000,28.6,8.4,98.9,4.7,2.2,2316.3,16214.9,88.1,2400.0,917510
1100,28.6,10.0,29.3,73.0,1.5,2315.3,16214.9,86.5,2400.0,917510
1200,28.9,11.7,2.3,99.1,1.5,2313.8,16214.9,88.1,2400.0,917510
1300,28.9,10.2,4.4,99.3,3.0,2313.9,16214.9,86.5,2400.0,917510
