frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.5,3.0,7.7,89.1,5.9,1660.0,16214.9,87.0,2400.0,917510
200,28.7,2.1,8.5,99.1,4.7,1663.5,16214.9,87.5,2400.0,917510
300,27.4,2.3,7.0,95.3,6.2,1665.9,16214.9,88.7,2400.0,917510
400,28.2,1.6,7.0,99.2,4.5,1675.8,16214.9,87.5,2400.0,917510
500,28.1,1.3,7.6,99.2,3.9,1668.4,16214.9,88.7,2400.0,917510
600,28.2,1.5,5.0,99.2,6.0,1663.3,16214.9,87.5,2400.0,917510
700,28.0,1.8,6.2,99.1,4.4,1653.3,16214.9,88.7,2400.0,917510
800,28.1,0.4,7.7,99.6,3.3,1651.5,16214.9,89.2,2400.0,917510
900,27.8,2.2,5.3,99.1,4.8,1651.3,16214.9,88.7,2400.0,917510
1000,27.6,2.7,5.3,99.2,2.3,1652.6,16214.9,89.2,2400.0,917510
