frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.7,2.6,89.7,6.4,12.0,2272.1,16214.9,87.0,2400.0,917510
200,29.8,4.4,99.2,4.4,10.4,2285.0,16214.9,87.0,2400.0,917510
300,29.7,4.2,99.2,4.6,11.2,2293.1,16214.9,88.1,2400.0,917510
400,28.6,2.4,99.2,4.0,8.0,2298.8,16214.9,87.5,2400.0,917510
500,29.5,4.8,99.2,4.0,9.6,2303.8,16214.9,88.1,2400.0,917510
600,28.9,3.7,99.3,3.7,8.1,2301.8,16214.9,87.0,2400.0,917510
700,28.9,6.5,99.2,1.9,7.8,2302.7,16214.9,88.1,2400.0,917510
800,28.8,5.8,99.0,1.4,7.9,2302.9,16214.9,86.5,2400.0,917510
900,29.1,5.8,99.3,2.0,9.1,2303.6,16214.9,86.5,2400.0,917510
1000,28.9,4.7,99.3,2.1,8.5,2312.3,16214.9,87.0,2400.0,917510
1100,28.8,5.4,99.4,1.5,8.1,2311.9,16214.9,88.7,2400.0,917510
1200,28.9,5.0,99.1,1.5,9.6,2311.6,16214.9,88.7,2400.0,917510
1300,29.0,6.3,99.3,2.1,8.4,2318.8,16214.9,88.7,2400.0,917510
