frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,90.0,5.8,1.3,10.8,2336.0,16214.9,84.8,2400.0,917510
200,29.3,98.8,5.7,1.6,9.9,2329.8,16214.9,85.4,2400.0,917510
300,29.0,99.2,2.5,2.5,11.0,2321.1,16214.9,85.9,2400.0,917510
400,28.8,99.2,3.8,1.5,10.3,2329.7,16214.9,84.8,2400.0,917510
500,28.9,99.1,5.2,9.2,1.7,2305.5,16214.9,87.0,2400.0,917510
600,28.9,99.3,5.6,9.0,1.7,2306.2,16214.9,85.9,2400.0,917510
700,29.3,99.2,6.3,9.5,2.4,2306.8,16214.9,86.5,2400.0,917510
800,29.3,99.0,6.4,10.3,3.0,2307.7,16214.9,86.5,2400.0,917510
900,28.8,99.2,5.3,8.4,1.9,2308.6,16214.9,87.0,2400.0,917510
1000,28.5,99.3,4.5,8.1,1.1,2312.7,16214.9,87.0,2400.0,917510
1100,28.4,4.4,4.4,7.4,96.0,2310.3,16214.9,88.7,2400.0,917510
1200,28.7,2.2,5.3,8.4,99.4,2307.0,16214.9,86.5,2400.0,917510
1300,29.0,2.0,6.1,8.8,99.0,2306.4,16214.9,88.1,2400.0,917510
1400,28.9,2.7,4.7,9.3,99.3,2305.3,16214.9,88.1,2400.0,917510
