frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.8,7.9,2.2,89.1,4.4,1625.7,16214.9,89.2,2400.0,917510
200,28.8,9.0,3.0,98.9,4.9,1635.3,16214.9,89.8,2400.0,917510
300,27.7,95.3,2.6,5.2,6.6,1638.4,16214.9,89.8,2400.0,917510
400,26.5,96.0,2.0,1.3,5.3,1648.5,16214.9,89.8,2400.0,917510
500,28.2,99.3,4.0,2.1,7.1,1646.0,16214.9,89.8,2400.0,917510
600,27.9,99.3,3.6,2.1,7.1,1645.5,16214.9,88.7,2400.0,917510
700,27.7,99.3,5.4,1.1,3.9,1644.1,16214.9,89.2,2400.0,917510
800,28.1,99.3,10.3,1.3,1.3,1647.9,16214.9,89.2,2400.0,917510
900,27.7,99.4,8.0,0.9,1.9,1651.7,16214.9,89.2,2400.0,917510
1000,27.5,99.4,8.2,0.9,1.2,1650.2,16214.9,90.3,2400.0,917510
1100,27.8,99.4,9.4,0.9,1.1,1648.5,16214.9,89.2,2400.0,917510
1200,28.1,99.4,9.7,2.2,2.5,1650.8,16214.9,90.3,2400.0,917510
1300,27.6,99.4,8.9,0.6,0.9,1649.9,16214.9,88.7,2400.0,917510
