frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,5.1,7.0,90.1,7.9,2304.5,16214.9,85.9,2400.0,917510
200,29.1,2.0,5.9,99.0,8.5,2304.1,16214.9,85.4,2400.0,917510
300,29.4,2.4,5.9,99.1,10.1,2308.0,16214.9,86.5,2400.0,917510
400,28.8,2.4,3.9,99.1,9.2,2312.0,16214.9,87.0,2400.0,917510
500,28.8,7.2,5.1,94.5,8.4,2313.0,16214.9,86.5,2400.0,917510
600,28.7,1.8,4.6,99.1,8.8,2314.0,16214.9,86.5,2400.0,917510
700,28.6,3.8,62.8,38.4,9.9,2318.1,16214.9,85.9,2400.0,917510
800,28.6,5.5,99.1,0.9,8.8,2315.7,16214.9,86.5,2400.0,917510
900,28.6,3.8,99.4,1.2,9.7,2316.7,16214.9,87.0,2400.0,917510
1000,28.5,4.5,99.1,0.9,8.9,2318.0,16214.9,86.5,2400.0,917510
1100,28.4,6.0,99.4,0.6,7.2,2316.8,16214.9,85.9,2400.0,917510
1200,28.7,10.4,99.1,1.8,4.0,2313.8,16214.9,85.9,2400.0,917510
