frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.7,2.7,7.4,91.1,5.1,1647.5,16214.9,89.2,2400.0,917510
200,28.3,2.5,5.8,98.9,4.7,1648.9,16214.9,89.8,2400.0,917510
300,28.3,3.1,6.3,99.4,4.9,1660.5,16214.9,88.7,2400.0,917510
400,28.0,2.7,5.5,99.1,4.4,1663.7,16214.9,88.7,2400.0,917510
500,29.1,2.6,7.1,99.4,7.4,1662.4,16214.9,89.8,2400.0,917510
600,27.9,1.9,7.8,75.8,26.3,1660.3,16214.9,88.7,2400.0,917510
700,28.1,2.5,3.9,6.4,99.2,1658.1,16214.9,89.8,2400.0,917510
800,28.0,2.7,3.2,7.1,99.5,1655.3,16214.9,89.8,2400.0,917510
900,28.0,3.3,3.3,6.5,99.2,1656.1,16214.9,89.8,2400.0,917510
1000,27.7,2.7,3.0,5.2,99.5,1662.3,16214.9,89.8,2400.0,917510
1100,27.7,2.2,3.6,4.7,99.5,1663.8,16214.9,88.7,2400.0,917510
