frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,3.2,7.8,5.5,87.7,1586.8,16214.9,84.8,2400.0,917510
200,29.2,2.7,8.4,6.5,99.1,1592.9,16214.9,87.0,2400.0,917510
300,28.7,1.6,11.7,0.8,98.8,1601.8,16214.9,86.5,2400.0,917510
400,28.2,3.2,9.1,1.3,99.6,1612.7,16214.9,86.5,2400.0,917510
500,28.2,3.5,8.8,0.8,99.2,1618.7,16214.9,88.1,2400.0,917510
600,28.1,2.3,9.5,1.5,99.3,1615.9,16214.9,86.5,2400.0,917510
700,28.8,1.8,11.7,1.8,99.1,1616.3,16214.9,86.5,2400.0,917510
800,27.9,2.3,8.2,0.8,99.2,1616.3,16214.9,87.5,2400.0,917510
900,28.1,2.6,8.6,0.4,99.6,1614.1,16214.9,88.1,2400.0,917510
1000,28.5,3.2,9.3,2.1,98.9,1610.8,16214.9,87.5,2400.0,917510
1100,28.8,3.1,11.0,2.0,99.6,1612.8,16214.9,88.1,2400.0,917510
1200,28.5,2.4,11.6,1.0,99.3,1613.6,16214.9,88.7,2400.0,917510
1300,28.1,2.3,10.0,1.2,99.1,1610.2,16214.9,87.5,2400.0,917510
1400,28.0,2.4,8.3,1.2,99.2,1615.4,16214.9,86.5,2400.0,917510
1500,27.9,1.4,9.7,0.3,99.3,1609.2,16214.9,87.0,2400.0,917510
