frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.6,1.8,78.8,12.7,12.7,2263.9,16214.9,84.8,2400.0,917510
200,29.9,2.9,98.8,1.2,15.4,2271.0,16214.9,85.4,2400.0,917510
300,29.1,3.8,99.2,3.3,9.4,2285.8,16214.9,86.5,2400.0,917510
400,29.3,2.2,99.1,5.5,9.9,2293.1,16214.9,87.0,2400.0,917510
500,29.0,2.1,99.2,4.6,9.7,2307.5,16214.9,85.4,2400.0,917510
600,28.6,2.1,99.0,5.2,7.4,2310.5,16214.9,86.5,2400.0,917510
700,28.6,1.3,99.1,5.1,7.8,2310.2,16214.9,85.9,2400.0,917510
800,28.9,1.9,99.3,5.1,8.9,2311.5,16214.9,86.5,2400.0,917510
900,29.2,3.4,99.1,5.1,9.8,2313.8,16214.9,85.4,2400.0,917510
1000,29.0,2.5,99.3,4.3,9.0,2312.5,16214.9,85.4,2400.0,917510
1100,28.5,1.6,99.0,4.2,8.9,2315.0,16214.9,87.0,2400.0,917510
1200,31.0,7.7,29.5,11.9,74.4,2326.0,16214.9,87.0,2400.0,917510
1300,30.1,4.2,4.5,12.3,99.0,2324.9,16214.9,88.7,2400.0,917510
1400,27.2,1.1,1.1,9.9,95.4,2324.0,16214.9,87.0,2400.0,917510
