frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,2.3,64.1,12.3,27.6,2288.4,16214.9,85.4,2400.0,917510
200,29.8,6.4,0.9,11.9,99.2,2295.9,16214.9,86.5,2400.0,917510
300,29.6,8.2,1.6,10.0,99.2,2310.8,16214.9,85.4,2400.0,917510
400,28.7,2.7,3.1,10.0,99.2,2315.2,16214.9,84.8,2400.0,917510
500,29.1,3.0,4.3,9.4,98.7,2315.2,16214.9,86.5,2400.0,917510
600,28.8,2.0,4.0,9.1,99.3,2310.6,16214.9,86.5,2400.0,917510
700,29.0,2.8,4.8,8.5,99.2,2307.3,16214.9,86.5,2400.0,917510
800,28.5,2.1,4.8,8.6,99.0,2304.9,16214.9,86.5,2400.0,917510
900,28.8,2.9,3.7,7.8,99.3,2301.9,16214.9,85.4,2400.0,917510
1000,28.8,2.8,4.6,8.9,99.3,2300.1,16214.9,85.9,2400.0,917510
1100,29.0,2.4,4.8,9.3,99.1,2300.9,16214.9,86.5,2400.0,917510
1200,28.5,2.4,3.0,7.7,99.4,2299.2,16214.9,85.4,2400.0,917510
1300,29.1,2.5,4.6,9.9,99.3,2299.1,16214.9,86.5,2400.0,917510
1400,28.6,3.0,3.4,8.7,99.0,2302.8,16214.9,84.3,2400.0,917512
