frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,1.3,5.7,13.2,87.7,2270.9,16214.9,86.5,2400.0,917510
200,30.6,4.4,7.0,11.9,98.9,2280.6,16214.9,86.5,2400.0,917510
300,29.3,11.6,4.3,2.1,99.1,2280.0,16214.9,86.5,2400.0,917510
400,29.4,9.9,5.8,2.4,99.3,2306.9,16214.9,87.5,2400.0,917510
500,28.9,9.7,4.2,2.9,99.2,2307.3,16214.9,87.0,2400.0,917510
600,29.2,10.7,3.8,4.1,97.0,2305.7,16214.9,87.0,2400.0,917510
700,29.3,11.4,3.8,2.5,99.2,2310.0,16214.9,85.9,2400.0,917510
800,29.2,9.6,5.0,2.8,98.9,2308.0,16214.9,87.5,2400.0,917510
900,29.1,10.0,4.6,1.9,99.2,2309.5,16214.9,88.1,2400.0,917510
1000,29.0,9.7,4.1,2.6,99.3,2309.0,16214.9,87.5,2400.0,917510
1100,28.6,10.2,1.6,1.6,99.0,2309.0,16214.9,87.5,2400.0,917510
1200,29.4,11.0,5.4,2.1,99.4,2310.8,16214.9,87.5,2400.0,917510
1300,28.6,9.7,2.8,1.7,99.0,2311.6,16214.9,87.0,2400.0,917510
1400,28.7,9.0,3.3,2.0,99.3,2310.2,16214.9,87.5,2400.0,917510
