frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.9,7.7,90.3,7.3,2.7,1595.3,16214.9,89.2,2400.0,917510
200,28.1,4.0,99.3,5.7,2.0,1602.3,16214.9,89.8,2400.0,917510
300,28.1,3.7,99.2,7.9,1.7,1610.1,16214.9,90.3,2400.0,917510
400,28.0,3.3,99.2,7.0,1.9,1611.0,16214.9,89.2,2400.0,917510
500,28.0,3.9,99.5,6.5,1.8,1607.6,16214.9,90.3,2400.0,917510
600,27.6,2.8,99.3,5.1,2.5,1606.4,16214.9,88.7,2400.0,917510
700,28.1,4.5,99.2,5.1,3.0,1611.0,16214.9,90.3,2400.0,917510
800,27.6,2.9,99.2,6.0,2.1,1615.8,16214.9,90.3,2400.0,917510
900,27.6,3.5,99.5,4.8,1.6,1610.0,16214.9,88.7,2400.0,917510
1000,27.8,3.5,99.1,5.8,2.3,1612.2,16214.9,89.8,2400.0,917510
