frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.2,12.1,3.1,87.9,6.6,2330.1,16214.9,85.9,2400.0,917510
200,29.9,12.1,2.4,98.8,6.5,2318.8,16214.9,86.5,2400.0,917510
300,29.3,11.0,1.3,99.6,4.9,2315.1,16214.9,86.5,2400.0,917510
400,29.0,9.4,1.9,98.8,5.4,2315.2,16214.9,86.5,2400.0,917510
500,29.2,10.4,1.7,99.6,4.8,2311.4,16214.9,86.5,2400.0,917510
600,28.8,9.7,1.4,99.0,4.5,2306.9,16214.9,87.0,2400.0,917510
700,29.0,10.1,2.1,99.2,5.0,2305.5,16214.9,85.9,2400.0,917510
800,29.0,10.7,1.7,99.3,4.7,2306.4,16214.9,86.5,2400.0,917510
900,28.6,9.5,0.8,99.2,3.4,2304.3,16214.9,87.0,2400.0,917510
1000,29.1,10.0,1.7,99.3,6.1,2304.6,16214.9,86.5,2400.0,917510
1100,28.8,11.0,0.9,99.1,3.3,2304.9,16214.9,86.5,2400.0,917510
1200,28.6,4.4,1.3,99.1,10.3,2299.5,16214.9,86.5,2400.0,917510
1300,28.5,7.4,1.6,99.3,5.3,2294.2,16214.9,87.5,2400.0,917510
1400,28.8,10.3,1.3,99.3,4.7,2297.7,16214.9,86.5,2400.0,917510
