frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.2,10.8,90.3,1.3,4.8,2303.8,16214.9,85.9,2400.0,917510
200,29.8,10.4,98.8,2.5,6.3,2304.0,16214.9,85.9,2400.0,917510
300,29.0,9.3,99.1,2.1,6.4,2301.4,16214.9,85.4,2400.0,917510
400,29.1,9.9,99.0,1.4,5.8,2300.8,16214.9,85.4,2400.0,917510
500,29.2,10.7,99.2,1.6,5.0,2298.9,16214.9,87.5,2400.0,917510
600,29.1,10.1,99.3,1.4,5.5,2299.6,16214.9,86.5,2400.0,917510
700,28.6,9.4,21.7,78.6,4.3,2302.8,16214.9,87.0,2400.0,917510
800,28.7,8.7,1.4,99.0,4.9,2302.0,16214.9,86.5,2400.0,917510
900,28.9,10.0,3.4,72.0,30.2,2292.9,16214.9,86.5,2400.0,917510
1000,28.9,2.5,11.7,1.8,99.3,2294.9,16214.9,86.5,2400.0,917510
1100,28.6,1.3,10.8,1.6,99.4,2294.3,16214.9,87.5,2400.0,917510
1200,28.7,2.7,11.2,2.1,99.1,2294.0,16214.9,86.5,2400.0,917510
1300,28.5,1.7,9.9,2.3,99.3,2293.0,16214.9,87.0,2400.0,917510
1400,28.4,1.3,10.7,1.3,99.0,2292.9,16214.9,86.5,2400.0,917510
