frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,22.5,74.6,2.6,10.4,4.8,1471.3,16214.9,74.9,2400.0,0
200,28.4,95.3,3.1,9.0,5.9,1474.4,16214.9,76.0,2400.0,0
300,29.2,98.9,2.1,9.4,6.9,1479.6,16214.9,76.0,2400.0,0
400,27.4,94.1,0.5,8.4,5.1,1491.5,16214.9,76.0,2400.0,0
500,28.6,99.0,1.5,6.2,6.6,1488.3,16214.9,76.5,2400.0,0
600,29.0,98.9,3.2,8.0,5.4,1488.1,16214.9,76.5,2400.0,0
700,28.7,99.0,0.5,10.6,3.7,1486.3,16214.9,76.0,2400.0,0
800,27.7,94.0,3.0,8.5,6.0,1487.1,16214.9,77.7,2400.0,0
900,29.5,99.0,9.5,1.6,8.6,1486.5,16214.9,77.7,2400.0,0
1000,29.0,99.5,10.1,1.1,5.4,1485.8,16214.9,78.2,2400.0,0
1100,29.4,99.0,9.9,0.5,7.7,1489.7,16214.9,77.7,2400.0,0
1200,29.1,98.9,9.5,1.6,6.3,1495.7,16214.9,77.7,2400.0,0
1300,29.1,99.5,11.3,1.1,4.8,1514.3,16214.9,77.7,2400.0,0
1400,28.4,99.0,6.5,1.1,5.3,1509.0,16214.9,77.7,2400.0,0
1500,29.1,99.0,10.3,1.6,6.7,1503.9,16214.9,78.2,2400.0,0
1600,28.9,99.5,7.0,1.0,8.3,1502.5,16214.9,79.3,2400.0,0
1700,29.1,99.0,10.5,0.5,5.7,1497.0,16214.9,78.2,2400.0,0
1800,28.8,99.0,9.2,0.0,6.1,1494.7,16214.9,78.8,2400.0,0
1900,28.8,99.0,7.6,2.5,6.1,1490.5,16214.9,78.2,2400.0,0
2000,28.2,99.5,8.4,1.6,3.3,1488.1,16214.9,78.2,2400.0,0
