frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,8.4,3.6,8.1,85.1,1641.3,16214.9,88.1,2400.0,917510
200,28.7,2.1,4.3,8.1,99.3,1652.1,16214.9,88.1,2400.0,917510
300,27.9,2.2,3.7,6.7,99.2,1658.9,16214.9,89.2,2400.0,917510
400,28.1,2.1,4.1,6.9,99.0,1663.3,16214.9,91.4,2400.0,917510
500,28.2,1.8,5.1,6.6,99.3,1659.3,16214.9,89.8,2400.0,917510
600,28.1,2.0,3.6,5.9,99.3,1657.7,16214.9,88.7,2400.0,917510
700,27.9,2.0,4.7,5.7,99.3,1662.2,16214.9,89.8,2400.0,917510
800,27.4,1.0,3.5,4.5,99.4,1659.3,16214.9,90.3,2400.0,917510
900,27.7,1.8,3.6,5.4,99.4,1659.3,16214.9,89.2,2400.0,917510
1000,27.9,1.8,3.4,5.8,99.4,1654.9,16214.9,90.3,2400.0,917510
1100,27.5,2.2,3.0,5.0,99.5,1659.8,16214.9,89.2,2400.0,917510
1200,27.6,1.6,2.9,6.3,99.4,1654.0,16214.9,89.8,2400.0,917510
