frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,28.0,23.2,76.6,9.9,2.2,2257.5,16214.9,85.9,2400.0,917510
200,28.9,4.5,9.4,99.3,2.4,2272.8,16214.9,87.5,2400.0,917510
300,28.9,9.7,4.2,99.2,2.0,2279.7,16214.9,87.5,2400.0,917510
400,29.1,10.8,3.6,99.1,2.7,2294.3,16214.9,88.1,2400.0,917510
500,29.1,7.6,6.0,99.1,2.7,2292.8,16214.9,88.7,2400.0,917510
600,28.7,8.5,4.0,99.1,3.3,2293.9,16214.9,87.5,2400.0,917510
700,29.1,8.5,5.2,99.4,3.8,2293.8,16214.9,88.1,2400.0,917510
800,28.8,9.1,4.2,99.1,3.0,2294.7,16214.9,87.0,2400.0,917510
900,28.8,8.9,3.9,99.1,2.7,2294.6,16214.9,87.5,2400.0,917510
1000,28.6,9.3,3.0,99.1,2.1,2295.2,16214.9,89.2,2400.0,917510
1100,28.6,9.3,3.4,99.4,1.6,2292.5,16214.9,88.1,2400.0,917510
