frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.7,7.1,3.9,4.1,90.8,2655.8,16214.9,84.3,2400.0,917512
200,26.0,0.8,1.0,2.0,99.8,2663.2,16214.9,84.8,2400.0,917510
300,26.6,0.9,2.2,3.9,98.5,2682.5,16214.9,85.9,2400.0,917510
