frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,3.1,88.3,14.3,2.2,2336.1,16214.9,85.4,2400.0,917510
200,30.0,2.2,97.9,12.7,6.5,2341.3,16214.9,84.8,2400.0,917510
300,29.3,12.8,99.2,1.7,3.8,2313.3,16214.9,86.5,2400.0,917510
400,28.7,9.0,65.6,36.4,3.5,2319.0,16214.9,85.9,2400.0,917510
500,29.0,9.0,4.3,99.1,3.4,2312.4,16214.9,85.4,2400.0,917510
600,28.9,10.1,1.7,99.0,5.6,2304.4,16214.9,86.5,2400.0,917510
700,29.2,10.3,1.6,99.2,4.8,2304.3,16214.9,85.9,2400.0,917510
800,28.7,8.6,1.4,99.0,6.0,2299.2,16214.9,84.8,2400.0,917510
900,28.9,10.0,1.8,99.3,3.7,2297.5,16214.9,86.5,2400.0,917510
1000,28.5,8.1,0.7,99.3,4.6,2297.2,16214.9,86.5,2400.0,917510
1100,28.5,8.5,1.5,99.1,4.5,2296.6,16214.9,86.5,2400.0,917510
1200,28.7,9.1,1.5,99.1,5.1,2298.7,16214.9,86.5,2400.0,917510
1300,28.8,9.9,1.4,99.3,3.8,2296.6,16214.9,86.5,2400.0,917510
1400,28.5,8.4,1.6,99.4,4.9,2298.0,16214.9,87.0,2400.0,917510
