frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,22.7,5.3,9.9,2.1,74.2,1494.6,16214.9,66.7,2400.0,0
200,27.4,3.8,10.1,2.1,93.7,1499.7,16214.9,67.8,2400.0,0
300,29.1,5.3,10.5,0.5,99.0,1513.2,16214.9,68.9,2400.0,0
400,29.9,2.6,10.5,7.3,99.0,1512.1,16214.9,68.3,2400.0,0
500,29.0,2.1,9.0,5.3,99.5,1528.0,16214.9,70.0,2400.0,0
600,29.5,2.1,9.5,6.8,99.0,1538.1,16214.9,67.8,2400.0,0
700,29.9,2.6,11.3,8.2,98.9,1536.3,16214.9,69.4,2400.0,0
800,28.8,2.6,8.9,4.3,98.9,1533.3,16214.9,70.0,2400.0,0
900,29.9,3.7,10.4,6.3,99.0,1534.9,16214.9,70.0,2400.0,0
1000,29.0,2.6,8.5,4.8,98.9,1533.3,16214.9,70.5,2400.0,0
1100,29.6,3.1,10.5,5.8,99.5,1527.4,16214.9,70.0,2400.0,0
1200,28.9,1.1,9.6,4.8,98.9,1526.7,16214.9,71.6,2400.0,0
1300,29.3,1.1,10.8,5.8,99.0,1523.9,16214.9,71.6,2400.0,0
1400,29.2,4.1,9.8,5.7,99.5,1522.4,16214.9,71.0,2400.0,0
1500,29.3,2.6,8.8,5.7,99.0,1526.4,16214.9,70.5,2400.0,0
1600,29.1,3.0,8.5,6.4,99.0,1522.8,16214.9,71.0,2400.0,0
1700,29.0,1.5,7.6,6.5,99.0,1519.8,16214.9,71.0,2400.0,0
1800,29.4,3.1,9.3,6.7,99.5,1516.5,16214.9,70.5,2400.0,0
1900,29.6,4.2,9.0,6.3,98.9,1492.5,16214.9,71.6,2400.0,0
2000,28.5,0.0,8.2,4.7,99.5,1490.1,16214.9,73.3,2400.0,0
