frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.9,7.3,2.3,88.6,5.9,1633.0,16214.9,87.0,2400.0,917510
200,28.9,8.4,2.5,98.8,4.7,1644.4,16214.9,87.5,2400.0,917510
300,28.6,7.8,4.1,99.2,2.8,1644.9,16214.9,87.5,2400.0,917510
400,28.4,7.3,4.6,99.2,1.7,1665.1,16214.9,87.5,2400.0,917510
500,28.5,9.1,5.2,99.1,1.3,1669.5,16214.9,88.7,2400.0,917510
600,28.3,7.4,4.1,99.2,2.1,1663.4,16214.9,88.7,2400.0,917510
700,28.2,8.3,3.2,99.2,0.8,1656.5,16214.9,87.5,2400.0,917510
800,28.3,8.0,3.7,99.2,1.6,1652.0,16214.9,88.7,2400.0,917510
900,27.9,7.8,2.1,99.6,1.2,1653.4,16214.9,88.7,2400.0,917510
1000,27.9,5.3,5.5,99.2,1.2,1664.0,16214.9,88.7,2400.0,917510
