frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.2,8.7,89.7,1.3,3.9,1624.6,16214.9,87.0,2400.0,917510
200,28.6,8.8,99.2,1.3,5.1,1635.0,16214.9,85.9,2400.0,917510
300,28.6,7.8,98.8,0.4,7.2,1641.0,16214.9,87.5,2400.0,917510
400,27.9,6.6,99.6,1.6,3.7,1651.1,16214.9,87.5,2400.0,917510
500,27.8,7.2,99.1,0.9,3.2,1653.2,16214.9,87.5,2400.0,917510
600,28.4,6.8,99.3,1.7,5.1,1651.3,16214.9,87.5,2400.0,917510
700,27.6,6.1,99.1,0.9,3.5,1648.4,16214.9,87.5,2400.0,917510
800,28.2,6.0,99.3,1.3,4.9,1644.6,16214.9,88.7,2400.0,917510
900,27.9,6.6,99.2,1.6,4.1,1648.7,16214.9,88.7,2400.0,917510
1000,29.7,6.6,99.3,1.8,10.5,1665.3,16214.9,87.5,2400.0,917510
1100,46.7,7.4,75.0,97.7,5.6,1673.1,16214.9,89.8,2400.0,917510
1200,53.2,6.8,99.4,99.1,7.0,1676.5,16214.9,90.3,2400.0,917510
1300,31.3,8.4,8.8,12.3,95.5,1659.7,16214.9,88.1,2400.0,917510
1400,27.8,5.1,4.5,2.9,99.4,1654.4,16214.9,89.2,2400.0,917510
