frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.3,7.1,11.3,87.8,2.3,2303.1,16214.9,86.5,2400.0,917510
200,29.5,4.6,11.9,99.2,2.7,2317.6,16214.9,86.5,2400.0,917512
300,29.4,2.0,14.2,98.8,2.4,2311.3,16214.9,85.9,2400.0,917510
400,29.4,1.1,16.0,99.2,2.2,2308.6,16214.9,87.0,2400.0,917510
500,28.5,0.8,12.4,98.8,1.2,2301.4,16214.9,85.4,2400.0,917510
600,28.9,2.0,12.4,99.3,1.7,2298.1,16214.9,85.9,2400.0,917510
700,29.0,8.6,83.5,22.1,0.7,2295.6,16214.9,87.5,2400.0,917510
800,28.9,9.9,98.9,4.7,1.1,2295.7,16214.9,85.4,2400.0,917510
900,28.5,9.4,99.3,3.1,1.7,2291.5,16214.9,86.5,2400.0,917510
1000,28.8,10.0,99.3,3.5,1.4,2288.4,16214.9,86.5,2400.0,917510
1100,28.6,4.1,99.1,9.5,1.8,2283.2,16214.9,86.5,2400.0,917510
1200,28.3,2.1,99.4,10.0,0.9,2284.5,16214.9,85.4,2400.0,917510
1300,28.6,2.6,99.0,10.5,1.3,2284.3,16214.9,85.9,2400.0,917510
