frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.3,12.8,5.3,81.3,4.7,2305.0,16214.9,83.7,2400.0,917512
200,30.5,14.3,7.0,3.7,96.8,2295.3,16214.9,84.3,2400.0,917512
300,30.7,12.0,7.1,3.3,98.6,2290.7,16214.9,83.7,2400.0,917512
400,28.6,12.3,3.5,3.2,94.8,2298.4,16214.9,84.8,2400.0,917510
