frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.4,3.4,11.4,4.7,89.8,2259.5,16214.9,85.9,2400.0,917510
200,30.0,4.1,11.1,4.9,99.2,2275.0,16214.9,87.5,2400.0,917510
300,29.4,3.9,9.2,5.5,99.1,2287.1,16214.9,86.5,2400.0,917510
400,28.8,2.3,9.8,3.4,99.2,2289.5,16214.9,87.0,2400.0,917510
500,29.6,3.4,11.5,4.6,98.9,2290.3,16214.9,85.9,2400.0,917510
600,28.9,2.1,9.7,3.5,99.3,2292.7,16214.9,86.5,2400.0,917510
700,29.3,2.1,10.5,5.8,99.1,2292.3,16214.9,87.0,2400.0,917510
800,28.9,1.8,10.1,4.4,98.9,2294.6,16214.9,87.0,2400.0,917510
900,28.9,1.6,11.9,3.7,99.2,2294.3,16214.9,86.5,2400.0,917510
1000,28.9,2.3,9.5,4.5,99.2,2297.6,16214.9,89.2,2400.0,917510
1100,28.8,3.2,9.5,3.2,99.4,2295.8,16214.9,85.9,2400.0,917510
1200,29.0,2.3,8.1,5.4,99.0,2294.5,16214.9,86.5,2400.0,917510
1300,28.8,4.0,9.8,2.0,99.3,2296.7,16214.9,87.0,2400.0,917510
1400,28.9,5.2,9.6,2.0,99.3,2299.5,16214.9,88.1,2400.0,917510
