frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.0,22.0,71.3,2.6,12.2,2256.3,16214.9,86.5,2400.0,917510
200,29.7,99.2,11.5,2.8,6.0,2270.1,16214.9,85.9,2400.0,917510
300,29.2,99.1,9.0,2.7,4.9,2282.9,16214.9,84.8,2400.0,917510
400,28.7,99.2,9.2,1.2,4.8,2291.9,16214.9,85.9,2400.0,917510
500,29.4,99.6,9.3,3.0,6.1,2302.8,16214.9,85.4,2400.0,917510
600,28.6,99.3,9.2,1.4,3.2,2301.8,16214.9,87.0,2400.0,917510
700,28.8,99.2,9.5,1.3,3.8,2302.6,16214.9,87.0,2400.0,917510
800,28.7,99.3,9.1,1.4,5.0,2303.1,16214.9,86.5,2400.0,917510
900,28.8,99.2,8.3,2.8,4.9,2305.3,16214.9,86.5,2400.0,917510
1000,28.9,72.7,9.1,28.3,5.1,2310.4,16214.9,87.0,2400.0,917510
1100,29.0,2.5,9.4,99.4,4.7,2314.8,16214.9,87.0,2400.0,917510
1200,29.0,2.7,9.8,99.3,4.1,2312.4,16214.9,86.5,2400.0,917510
1300,28.9,5.8,9.5,15.5,84.7,2313.9,16214.9,87.0,2400.0,917510
1400,28.7,5.9,10.2,0.4,99.3,2311.1,16214.9,86.5,2400.0,917510
