frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,4.6,5.0,44.1,50.8,1624.1,16214.9,87.0,2400.0,917510
200,28.7,8.2,2.4,98.8,4.1,1632.2,16214.9,86.5,2400.0,917510
300,28.5,7.9,5.7,99.2,0.8,1646.8,16214.9,87.5,2400.0,917510
400,28.0,5.6,4.7,99.6,0.8,1645.2,16214.9,88.1,2400.0,917510
500,28.3,6.4,5.9,99.2,1.3,1649.6,16214.9,88.1,2400.0,917510
600,27.8,6.6,4.5,99.2,1.2,1651.9,16214.9,88.1,2400.0,917510
700,28.2,5.4,5.2,99.2,2.0,1649.7,16214.9,88.7,2400.0,917510
800,28.4,7.3,5.4,99.2,2.3,1645.2,16214.9,87.5,2400.0,917510
900,26.7,5.3,4.8,94.8,1.7,1653.5,16214.9,87.5,2400.0,917510
1000,28.1,5.5,5.1,99.3,1.5,1657.8,16214.9,88.1,2400.0,917510
