frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,23.1,2.6,7.4,6.9,76.2,1638.5,16214.9,83.2,2400.0,917512
200,32.4,7.8,6.1,19.4,97.5,1629.4,16214.9,84.3,2400.0,917512
300,29.3,2.0,8.0,7.5,98.5,1633.7,16214.9,83.7,2400.0,917512
400,29.4,2.9,13.9,3.3,99.5,1646.3,16214.9,84.3,2400.0,917512
500,28.9,1.9,13.0,30.1,69.9,1651.3,16214.9,84.8,2400.0,917510
600,28.8,2.5,99.0,14.1,0.5,1649.4,16214.9,84.8,2400.0,917510
700,28.5,1.4,99.5,11.2,0.9,1648.9,16214.9,83.2,2400.0,917512
800,29.1,1.9,99.0,14.2,1.0,1649.1,16214.9,84.8,2400.0,917510
900,29.1,2.9,99.0,13.2,1.0,1648.8,16214.9,84.3,2400.0,917510
1000,27.6,7.3,94.7,6.7,0.9,1646.1,16214.9,84.3,2400.0,917512
1100,28.9,8.2,99.1,7.1,1.4,1645.9,16214.9,84.8,2400.0,917510
1200,29.0,8.1,99.6,6.3,1.3,1645.0,16214.9,84.8,2400.0,917510
1300,29.1,9.0,99.1,7.1,1.8,1645.4,16214.9,83.7,2400.0,917510
1400,28.4,7.5,99.1,5.7,0.9,1644.6,16214.9,83.7,2400.0,917512
1500,28.8,7.9,99.1,7.0,2.3,1644.8,16214.9,85.4,2400.0,917510
1600,28.3,7.5,99.1,4.5,0.9,1643.5,16214.9,84.8,2400.0,917512
1700,28.3,7.3,99.0,5.4,0.5,1644.0,16214.9,83.2,2400.0,917512
1800,28.2,6.3,99.2,5.8,1.6,1643.4,16214.9,84.3,2400.0,917512
