frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,22.4,74.2,8.4,6.3,2.1,1456.7,16214.9,74.9,2400.0,0
200,29.5,95.8,11.0,7.8,3.7,1466.6,16214.9,75.5,2400.0,0
300,29.0,99.0,8.5,4.8,2.1,1470.6,16214.9,78.8,2400.0,0
400,29.1,98.9,9.6,5.3,2.6,1479.6,16214.9,78.2,2400.0,0
500,29.3,98.9,10.1,6.3,1.6,1487.5,16214.9,76.5,2400.0,0
600,29.5,99.0,9.4,6.7,2.6,1490.8,16214.9,78.2,2400.0,0
700,29.0,99.0,9.3,5.3,2.6,1491.6,16214.9,78.8,2400.0,0
800,29.1,99.0,9.3,5.3,2.6,1491.1,16214.9,78.8,2400.0,0
900,28.7,99.0,7.8,3.7,2.1,1491.4,16214.9,78.8,2400.0,0
1000,30.6,99.0,11.9,7.5,3.2,1522.7,16214.9,77.7,2400.0,0
1100,56.4,49.8,67.9,79.0,29.3,1656.4,16214.9,80.4,2400.0,0
1200,33.3,21.0,4.5,98.5,8.6,1659.0,16214.9,80.4,2400.0,0
1300,29.4,7.3,1.6,99.5,9.8,1657.8,16214.9,80.4,2400.0,0
1400,31.4,6.3,8.2,98.5,10.6,1658.3,16214.9,81.0,2400.0,524288
1500,29.5,8.1,0.5,99.5,10.3,1652.5,16214.9,80.4,2400.0,524288
1600,28.8,5.6,1.0,99.0,8.7,1647.8,16214.9,80.4,2400.0,524288
1700,28.8,4.7,2.0,99.0,9.2,1644.6,16214.9,80.4,2400.0,524288
1800,29.0,5.8,1.6,99.0,8.1,1644.7,16214.9,80.4,2400.0,524288
1900,30.0,8.8,3.1,99.0,9.7,1631.2,16214.9,80.4,2400.0,524288
2000,28.9,5.8,1.6,99.5,9.8,1629.5,16214.9,81.0,2400.0,524288
