frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.5,58.0,4.5,32.0,11.7,2257.5,16214.9,84.8,2400.0,917510
200,29.8,2.1,5.5,99.1,11.9,2264.3,16214.9,87.0,2400.0,917510
300,29.2,2.0,4.3,99.2,9.9,2276.2,16214.9,84.3,2400.0,917510
400,29.2,1.6,5.6,99.2,9.7,2280.1,16214.9,85.9,2400.0,917510
500,28.8,1.2,3.7,98.8,10.4,2307.1,16214.9,85.9,2400.0,917510
600,28.9,1.8,5.4,99.3,9.4,2308.6,16214.9,86.5,2400.0,917510
700,29.2,3.0,6.0,99.1,8.7,2311.6,16214.9,85.9,2400.0,917510
800,29.0,2.9,5.1,99.3,8.8,2310.5,16214.9,85.9,2400.0,917510
900,29.3,1.8,5.3,99.1,10.3,2312.0,16214.9,86.5,2400.0,917510
1000,28.9,2.5,4.4,99.3,8.3,2312.0,16214.9,86.5,2400.0,917510
1100,28.8,2.7,5.8,99.3,7.6,2310.7,16214.9,85.9,2400.0,917510
1200,28.9,1.1,5.5,99.3,9.2,2309.0,16214.9,87.0,2400.0,917510
1300,28.5,2.0,4.0,99.0,7.4,2309.6,16214.9,85.9,2400.0,917510
1400,28.7,0.4,5.2,99.2,8.1,2312.5,16214.9,85.9,2400.0,917510
