frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.4,88.0,3.3,11.1,9.3,1643.4,16214.9,87.5,2400.0,917510
200,28.5,10.1,90.1,8.2,5.6,1648.5,16214.9,89.8,2400.0,917510
300,28.8,3.3,98.8,7.9,5.5,1662.4,16214.9,87.5,2400.0,917510
400,28.6,3.1,99.1,2.7,9.5,1664.5,16214.9,87.5,2400.0,917510
500,27.9,1.2,99.2,3.3,6.0,1660.4,16214.9,89.2,2400.0,917510
600,28.2,1.8,99.3,5.4,6.5,1658.5,16214.9,88.1,2400.0,917510
700,28.6,1.4,99.6,7.9,5.4,1656.0,16214.9,89.2,2400.0,917510
800,28.4,2.3,99.2,5.0,7.6,1653.4,16214.9,90.3,2400.0,917510
900,27.9,1.2,99.2,5.9,4.4,1650.4,16214.9,89.2,2400.0,917510
1000,28.3,2.0,99.4,4.2,8.0,1652.4,16214.9,88.7,2400.0,917510
1100,27.7,1.1,99.3,1.9,8.1,1654.4,16214.9,88.7,2400.0,917510
1200,27.9,2.2,99.4,3.1,6.6,1654.8,16214.9,90.3,2400.0,917510
1300,27.7,0.9,99.1,3.4,6.2,1656.1,16214.9,89.8,2400.0,917510
1400,27.7,1.4,99.3,3.4,5.9,1662.6,16214.9,88.7,2400.0,917510
