frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.7,3.9,11.7,7.9,87.7,2321.1,16214.9,84.3,2400.0,917510
200,30.1,2.4,12.6,5.9,99.2,2332.3,16214.9,85.4,2400.0,917510
300,29.4,2.2,10.3,5.5,99.1,2320.9,16214.9,87.0,2400.0,917510
400,29.0,1.2,10.5,3.7,99.2,2341.2,16214.9,85.9,2400.0,917510
500,29.5,3.3,11.4,5.3,99.2,2343.0,16214.9,86.5,2400.0,917510
600,29.0,1.8,9.5,4.1,99.3,2338.4,16214.9,85.9,2400.0,917510
700,28.8,2.6,8.9,52.7,50.2,2335.3,16214.9,86.5,2400.0,917510
800,29.3,5.6,11.4,98.9,2.2,2331.3,16214.9,86.5,2400.0,917510
900,29.2,5.3,9.6,99.1,2.2,2325.9,16214.9,87.0,2400.0,917510
1000,28.9,4.2,9.7,99.3,1.1,2325.1,16214.9,85.9,2400.0,917510
1100,29.0,6.8,7.3,99.3,1.4,2324.3,16214.9,87.0,2400.0,917510
1200,29.1,5.5,9.6,99.4,1.9,2321.2,16214.9,86.5,2400.0,917510
1300,29.0,2.9,11.5,99.4,2.0,2319.8,16214.9,88.1,2400.0,917510
1400,28.9,5.4,8.3,98.8,2.1,2317.8,16214.9,87.5,2400.0,917510
