frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.8,89.0,9.2,4.0,1.3,1632.3,16214.9,87.0,2400.0,917510
200,28.4,99.2,6.6,4.6,2.7,1648.9,16214.9,86.5,2400.0,917510
300,28.3,99.2,8.3,4.2,0.8,1650.2,16214.9,86.5,2400.0,917510
400,28.3,99.2,8.2,2.6,3.4,1674.8,16214.9,87.5,2400.0,917510
500,28.2,99.2,7.1,1.7,4.2,1668.9,16214.9,87.0,2400.0,917510
600,28.0,99.6,5.2,2.0,4.8,1665.8,16214.9,88.7,2400.0,917510
700,28.1,99.1,6.5,0.5,5.1,1660.5,16214.9,88.1,2400.0,917510
800,27.8,99.3,6.2,1.5,4.0,1659.7,16214.9,88.7,2400.0,917510
900,27.8,84.6,6.8,15.0,4.5,1656.4,16214.9,88.7,2400.0,917510
1000,28.0,1.4,7.0,99.0,3.4,1677.5,16214.9,88.7,2400.0,917510
