frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.8,6.1,4.1,13.1,87.0,2249.9,16214.9,84.8,2400.0,917510
200,30.4,7.1,2.4,14.2,98.8,2247.0,16214.9,83.2,2400.0,917512
300,30.0,3.1,5.5,11.6,99.0,2246.6,16214.9,85.4,2400.0,917510
