frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,24.2,7.9,1.1,80.7,6.2,1613.5,16214.9,84.3,2400.0,917512
200,29.5,10.1,2.5,97.9,9.0,1619.6,16214.9,83.2,2400.0,917512
300,29.1,8.7,1.9,99.0,6.7,1631.5,16214.9,83.2,2400.0,917512
400,28.7,8.9,2.0,99.0,3.6,1632.0,16214.9,85.9,2400.0,917510
500,28.2,6.1,0.9,99.1,6.0,1657.6,16214.9,84.8,2400.0,917510
600,27.7,8.9,2.7,94.6,3.2,1658.5,16214.9,84.8,2400.0,917510
700,28.2,6.2,2.2,99.1,4.9,1651.6,16214.9,84.8,2400.0,917510
800,28.7,8.3,1.4,99.1,5.1,1655.8,16214.9,83.7,2400.0,917512
900,28.7,8.9,1.8,99.1,5.8,1651.1,16214.9,84.8,2400.0,917512
1000,28.5,8.5,1.4,99.1,4.7,1646.9,16214.9,84.8,2400.0,917510
1100,28.2,6.8,1.8,99.1,4.5,1646.9,16214.9,84.3,2400.0,917510
1200,28.3,6.1,0.9,99.2,5.9,1643.8,16214.9,84.8,2400.0,917510
1300,28.3,8.3,1.7,99.6,3.3,1648.4,16214.9,83.7,2400.0,917512
1400,28.7,6.6,3.5,98.7,5.7,1644.9,16214.9,85.9,2400.0,917510
1500,28.4,7.2,2.3,99.2,5.3,1643.1,16214.9,84.8,2400.0,917510
1600,28.0,6.2,1.3,99.1,5.7,1639.4,16214.9,84.3,2400.0,917510
1700,28.4,7.1,1.2,99.2,5.0,1647.1,16214.9,83.2,2400.0,917512
