frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.8,5.8,0.5,87.2,7.8,1611.1,16214.9,85.4,2400.0,917510
200,29.4,7.8,0.4,99.1,8.7,1616.0,16214.9,85.4,2400.0,917510
300,28.9,5.7,1.6,99.2,8.9,1631.0,16214.9,85.9,2400.0,917510
400,28.7,7.4,1.7,99.1,7.4,1628.9,16214.9,85.9,2400.0,917510
500,28.8,7.2,1.7,99.1,7.8,1642.7,16214.9,85.4,2400.0,917510
600,28.4,5.1,2.5,99.3,6.6,1633.9,16214.9,86.5,2400.0,917510
700,28.4,3.8,2.5,99.2,8.3,1634.6,16214.9,87.0,2400.0,917510
800,28.4,3.1,1.9,99.3,8.2,1626.6,16214.9,85.9,2400.0,917510
900,28.4,6.2,1.3,99.1,6.7,1622.5,16214.9,86.5,2400.0,917510
1000,28.6,5.3,2.8,99.3,8.4,1625.1,16214.9,86.5,2400.0,917510
1100,30.1,6.9,4.0,99.3,10.1,1611.0,16214.9,87.0,2400.0,917510
1200,28.6,5.8,1.8,99.4,8.4,1609.8,16214.9,86.5,2400.0,917510
1300,28.4,5.3,1.5,99.1,7.5,1611.0,16214.9,86.5,2400.0,917510
1400,28.2,5.1,1.2,99.6,6.7,1614.6,16214.9,87.0,2400.0,917510
