frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.6,12.4,2.1,90.5,5.1,2310.3,16214.9,87.0,2400.0,917510
200,29.7,10.7,1.6,98.8,7.1,2309.4,16214.9,87.0,2400.0,917510
300,29.6,10.4,1.4,99.1,8.0,2308.2,16214.9,88.1,2400.0,917510
400,29.5,9.8,2.3,99.2,6.9,2306.1,16214.9,88.1,2400.0,917510
500,29.4,10.3,1.3,99.1,6.0,2304.3,16214.9,87.0,2400.0,917510
600,28.6,9.1,0.7,99.3,4.8,2305.1,16214.9,88.7,2400.0,917510
700,29.0,9.3,2.2,99.1,4.9,2306.0,16214.9,88.1,2400.0,917510
800,29.2,10.4,1.4,99.3,6.1,2307.8,16214.9,89.2,2400.0,917510
900,29.1,8.9,1.6,99.2,6.0,2306.7,16214.9,88.1,2400.0,917510
1000,28.8,9.2,0.7,99.3,4.4,2309.7,16214.9,88.7,2400.0,917510
1100,28.8,10.0,0.9,99.1,5.2,2308.8,16214.9,88.1,2400.0,917510
1200,28.8,9.8,1.3,99.3,4.3,2307.7,16214.9,88.7,2400.0,917510
1300,28.9,8.8,1.3,99.0,5.0,2307.1,16214.9,88.1,2400.0,917510
1400,29.2,4.5,7.4,99.3,6.0,2304.5,16214.9,88.1,2400.0,917510
