frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.9,3.7,17.3,1.6,81.1,2281.5,16214.9,84.3,2400.0,917512
200,31.1,2.6,20.4,2.0,99.0,2290.6,16214.9,84.3,2400.0,917512
300,29.8,2.3,16.1,1.8,98.6,2299.8,16214.9,84.8,2400.0,917510
400,29.6,1.9,14.3,3.7,99.1,2299.9,16214.9,84.3,2400.0,917510
500,29.2,0.4,11.0,5.0,99.2,2301.3,16214.9,84.3,2400.0,917512
600,30.0,2.2,13.6,5.4,99.1,2301.4,16214.9,85.9,2400.0,917510
700,29.5,1.3,10.4,6.8,98.7,2300.0,16214.9,85.9,2400.0,917510
800,29.8,2.6,11.4,5.2,99.1,2300.7,16214.9,85.4,2400.0,917510
900,29.4,3.2,12.9,2.4,99.2,2297.8,16214.9,85.4,2400.0,917510
1000,29.1,0.9,11.8,2.7,99.1,2297.6,16214.9,84.3,2400.0,917510
