frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.2,89.3,2.2,12.8,4.9,2284.9,16214.9,85.4,2400.0,917510
200,29.4,99.2,1.6,5.2,11.4,2289.6,16214.9,84.8,2400.0,917510
300,29.1,99.2,4.6,2.1,9.7,2292.1,16214.9,85.9,2400.0,917510
400,28.6,99.3,4.2,1.4,9.4,2302.0,16214.9,85.4,2400.0,917510
500,29.1,99.2,3.3,2.9,11.1,2306.2,16214.9,86.5,2400.0,917510
600,29.0,98.9,3.7,3.3,10.6,2304.3,16214.9,86.5,2400.0,917510
700,29.1,99.6,4.2,3.3,10.1,2305.2,16214.9,87.0,2400.0,917510
800,29.1,99.0,4.3,2.6,8.9,2305.7,16214.9,86.5,2400.0,917510
900,28.5,99.3,4.4,2.5,7.4,2306.7,16214.9,87.0,2400.0,917510
1000,28.9,99.3,4.9,2.1,9.1,2306.1,16214.9,86.5,2400.0,917510
1100,28.5,99.1,2.8,2.2,9.0,2307.3,16214.9,87.0,2400.0,917510
1200,28.8,99.4,4.1,2.8,9.3,2306.7,16214.9,87.0,2400.0,917510
1300,28.8,99.3,5.0,2.5,8.6,2306.1,16214.9,86.5,2400.0,917510
1400,28.5,18.0,4.3,83.7,7.6,2307.8,16214.9,87.0,2400.0,917510
