frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.3,13.1,12.6,1.8,76.5,2301.0,16214.9,85.4,2400.0,917510
200,28.7,1.3,11.8,1.9,99.4,2302.6,16214.9,85.9,2400.0,917510
300,28.9,2.1,11.6,2.4,99.1,2301.4,16214.9,86.5,2400.0,917510
400,28.7,1.8,10.5,2.4,99.1,2300.2,16214.9,86.5,2400.0,917510
500,28.5,1.6,8.7,4.4,99.4,2301.6,16214.9,87.5,2400.0,917510
600,28.7,2.1,7.9,5.1,99.4,2301.2,16214.9,86.5,2400.0,917510
700,28.9,2.3,8.8,5.2,99.1,2303.5,16214.9,85.9,2400.0,917510
800,28.5,2.1,8.3,3.9,99.4,2305.8,16214.9,87.0,2400.0,917510
900,28.5,1.6,8.2,3.8,99.4,2306.4,16214.9,86.5,2400.0,917510
1000,28.6,2.7,8.0,4.3,99.1,2304.1,16214.9,86.5,2400.0,917510
1100,28.5,1.3,8.5,4.5,99.4,2302.7,16214.9,86.5,2400.0,917510
1200,28.8,2.1,9.0,3.9,99.4,2302.0,16214.9,86.5,2400.0,917510
