frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,12.6,0.8,0.4,89.5,1636.4,16214.9,89.2,2400.0,917510
200,28.5,10.0,2.7,2.6,99.2,1638.4,16214.9,90.3,2400.0,917510
300,28.0,8.0,2.3,2.3,98.9,1646.8,16214.9,89.8,2400.0,917510
400,27.8,6.7,96.2,4.2,3.9,1658.7,16214.9,89.2,2400.0,917510
500,27.9,6.0,99.2,5.1,1.2,1678.3,16214.9,90.3,2400.0,917510
600,27.9,4.9,99.3,5.8,0.7,1668.5,16214.9,89.8,2400.0,917510
700,28.0,6.4,99.4,4.8,1.5,1658.8,16214.9,89.8,2400.0,917510
800,28.0,6.7,99.3,4.5,1.1,1653.8,16214.9,89.8,2400.0,917510
900,27.5,5.0,99.3,4.9,0.7,1652.2,16214.9,89.2,2400.0,917510
1000,28.0,7.2,99.4,3.8,0.6,1653.6,16214.9,89.2,2400.0,917510
1100,27.7,6.3,99.5,4.2,1.1,1650.3,16214.9,89.8,2400.0,917510
1200,27.8,7.1,99.1,3.8,0.6,1648.9,16214.9,89.8,2400.0,917510
