frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.4,1.7,8.3,6.9,89.1,1633.1,16214.9,86.5,2400.0,917510
200,28.9,2.1,9.6,5.1,99.1,1636.1,16214.9,87.5,2400.0,917510
300,28.6,1.7,7.8,5.3,99.2,1642.1,16214.9,88.1,2400.0,917510
400,28.0,0.8,7.3,3.7,99.2,1646.8,16214.9,88.1,2400.0,917510
500,28.3,2.4,7.7,4.1,99.2,1648.3,16214.9,87.5,2400.0,917510
600,27.8,3.3,5.4,1.2,99.2,1647.0,16214.9,88.7,2400.0,917510
700,28.6,4.8,8.3,1.6,99.2,1644.2,16214.9,88.7,2400.0,917510
800,28.1,5.0,6.2,1.5,99.2,1642.7,16214.9,90.3,2400.0,917510
900,27.7,1.3,7.1,97.1,5.0,1662.9,16214.9,87.5,2400.0,917510
1000,28.2,4.1,6.0,99.3,4.0,1658.2,16214.9,87.5,2400.0,917510
