frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.1,10.3,88.9,5.2,3.0,2272.9,16214.9,88.1,2400.0,917510
200,29.6,12.2,98.8,3.9,2.8,2285.4,16214.9,86.5,2400.0,917510
300,29.6,9.2,99.2,1.9,8.4,2292.1,16214.9,87.5,2400.0,917510
400,29.5,11.8,99.2,2.0,5.2,2311.3,16214.9,88.1,2400.0,917510
500,29.2,10.0,99.1,1.8,5.4,2311.2,16214.9,88.1,2400.0,917510
600,28.7,7.8,99.3,2.1,5.2,2316.3,16214.9,88.1,2400.0,917510
700,28.7,8.3,99.1,1.4,4.2,2315.7,16214.9,87.5,2400.0,917510
800,29.1,8.9,98.9,1.5,6.7,2317.0,16214.9,88.1,2400.0,917510
900,29.0,8.5,99.1,1.3,6.8,2317.8,16214.9,87.5,2400.0,917510
1000,28.8,8.5,99.3,1.8,5.6,2325.4,16214.9,88.7,2400.0,917510
1100,28.8,9.5,99.3,1.0,4.7,2332.2,16214.9,88.7,2400.0,917510
1200,28.9,9.1,98.9,2.1,5.3,2331.5,16214.9,88.1,2400.0,917510
1300,28.9,9.9,99.4,1.3,4.8,2330.4,16214.9,87.5,2400.0,917510
1400,28.8,10.7,33.3,1.6,70.2,2331.8,16214.9,88.7,2400.0,917510
