frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.3,8.3,2.1,75.8,14.9,2262.9,16214.9,82.0,2400.0,917512
200,31.4,8.3,1.6,99.0,15.9,2295.3,16214.9,82.6,2400.0,917512
300,31.1,7.7,3.1,99.0,14.4,2299.2,16214.9,84.3,2400.0,917512
400,30.5,6.3,3.3,99.1,12.8,2332.5,16214.9,84.3,2400.0,917512
500,30.0,7.3,2.6,99.1,10.5,2330.4,16214.9,83.7,2400.0,917512
600,30.0,7.6,3.2,99.1,11.4,2330.3,16214.9,83.7,2400.0,917512
700,29.8,5.7,2.2,99.1,11.2,2332.3,16214.9,84.8,2400.0,917510
800,30.2,5.6,3.4,99.2,12.1,2333.5,16214.9,84.3,2400.0,917512
900,29.5,6.1,2.0,99.2,10.2,2332.6,16214.9,83.2,2400.0,917512
1000,29.5,5.0,2.7,99.1,9.5,2333.1,16214.9,84.8,2400.0,917512
