frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.5,2.5,9.4,4.1,85.4,1752.2,16214.9,84.8,2400.0,917510
200,28.9,2.3,8.3,5.9,99.1,1758.7,16214.9,83.7,2400.0,917512
300,29.4,2.7,10.3,5.5,98.6,1768.2,16214.9,83.7,2400.0,917512
400,30.2,4.1,4.6,12.3,99.1,1761.0,16214.9,84.8,2400.0,917510
500,28.6,2.1,1.7,12.1,99.2,1777.1,16214.9,85.9,2400.0,917510
600,28.4,2.3,1.8,9.5,99.1,1770.9,16214.9,85.4,2400.0,917512
700,28.5,7.3,2.7,5.4,99.1,1764.2,16214.9,85.4,2400.0,917510
800,29.0,9.0,1.9,6.2,99.5,1750.9,16214.9,84.8,2400.0,917510
900,28.3,7.3,1.2,5.6,99.2,1749.7,16214.9,84.8,2400.0,917510
1000,28.8,8.8,1.4,4.7,99.1,1780.1,16214.9,85.4,2400.0,917510
1100,27.8,6.0,0.8,3.6,99.2,1770.3,16214.9,84.3,2400.0,917512
1200,28.7,9.6,2.4,4.1,99.2,1762.7,16214.9,85.9,2400.0,917510
1300,28.1,7.4,1.5,4.1,99.3,1757.5,16214.9,84.3,2400.0,917512
1400,28.7,8.0,2.8,6.0,99.3,1750.0,16214.9,85.4,2400.0,917510
1500,28.5,8.2,2.5,4.8,99.3,1747.2,16214.9,85.4,2400.0,917510
1600,28.4,6.0,2.3,5.2,98.9,1754.2,16214.9,85.4,2400.0,917510
