# platform=macos kernel=darwin host=gyeongjinui-MacBookAir-3.local device=unknown git_commit=40af12c sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,noise_floor,ref_peak,noise_ratio,sync_lost,beat_missed
1,960,0,0.0,0.037,0.005,0.032,0.003,0.001,0.017,0.000,0.010,0.0,0.0,0.0,0.0,0.0,0.0,0.000006,0.000362,0.017737,0,0
2,1920,0,0.1,19.065,19.016,0.049,0.008,0.000,0.029,0.000,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.000515,0.065243,0.007896,0,0
3,960,0,0.0,7.028,6.996,0.032,0.004,0.000,0.016,0.000,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.003867,0.064819,0.059659,0,0
4,960,0,0.0,4.495,4.465,0.030,0.004,0.000,0.018,0.000,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.003265,0.064392,0.050701,0,0
5,960,0,0.0,1.119,1.040,0.079,0.003,0.000,0.023,0.039,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.002084,0.063967,0.032586,0,0
6,960,0,0.0,0.228,0.169,0.059,0.003,0.000,0.023,0.020,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.001945,0.063544,0.030606,0,0
7,960,0,0.0,0.110,0.033,0.077,0.003,0.000,0.031,0.026,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.001545,0.063123,0.024468,0,0
8,960,0,0.0,0.079,0.020,0.059,0.004,0.000,0.029,0.011,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.001488,0.062704,0.023728,0,0
9,960,0,0.0,0.121,0.039,0.082,0.003,0.000,0.035,0.027,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.001051,0.062289,0.016878,0,0
10,960,0,0.0,0.135,0.044,0.091,0.003,0.001,0.038,0.015,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.000819,0.061876,0.013237,0,0
11,960,0,0.0,0.144,0.038,0.106,0.011,0.001,0.042,0.021,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.000738,0.061466,0.012003,0,0
12,960,0,0.0,0.138,0.038,0.100,0.003,0.001,0.042,0.012,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.000693,0.061061,0.011347,0,0
13,960,0,0.0,0.125,0.024,0.101,0.004,0.000,0.046,0.026,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.000684,0.060678,0.011272,0,0
14,960,0,0.0,0.149,0.045,0.104,0.003,0.001,0.049,0.012,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.001133,0.072811,0.015567,0,0
15,960,0,0.0,0.142,0.029,0.113,0.004,0.000,0.049,0.014,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.001509,0.072343,0.020861,0,0
16,960,0,0.0,0.123,0.021,0.102,0.003,0.000,0.051,0.012,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.001459,0.071867,0.020299,0,0
17,960,0,0.0,0.131,0.018,0.113,0.003,0.000,0.058,0.012,0.040,0.0,0.0,0.0,0.0,0.0,0.0,0.001219,0.071391,0.017081,0,0
18,960,0,0.0,0.192,0.084,0.108,0.004,0.000,0.057,0.012,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.001133,0.070918,0.015982,0,0
19,960,0,0.0,0.170,0.030,0.140,0.004,0.000,0.076,0.012,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.000917,0.070448,0.013014,0,0
20,960,0,0.0,0.149,0.022,0.127,0.004,0.000,0.072,0.012,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.000819,0.069981,0.011704,0,0
21,960,0,0.0,0.149,0.017,0.132,0.004,0.000,0.077,0.011,0.040,0.0,0.0,0.0,0.0,0.0,0.0,0.000776,0.069517,0.011170,0,0
22,960,0,0.0,0.192,0.030,0.162,0.004,0.006,0.087,0.023,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.000738,0.069056,0.010684,0,0
23,960,0,0.0,1.637,1.471,0.166,0.005,0.000,0.101,0.012,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.000678,0.068599,0.009886,0,0
24,960,0,0.0,2.266,2.097,0.169,0.004,0.000,0.101,0.013,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.000657,0.068144,0.009643,0,0
25,960,0,0.0,2.214,2.038,0.176,0.004,0.000,0.107,0.012,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.067692,0.008245,0,0
26,960,0,0.0,3.451,3.342,0.109,0.004,0.000,0.042,0.012,0.050,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.067278,0.008295,0,0
27,960,0,0.0,3.553,3.467,0.086,0.004,0.000,0.013,0.012,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.067474,0.008271,0,0
28,960,0,0.0,4.394,4.217,0.177,0.003,0.000,0.104,0.012,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.000662,0.067770,0.009773,0,0
29,960,0,0.0,5.924,5.723,0.201,0.004,0.000,0.122,0.011,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.000558,0.067770,0.008235,0,0
30,960,0,0.0,8.013,7.825,0.188,0.004,0.000,0.112,0.013,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.000501,0.067770,0.007400,0,0
31,960,0,0.0,9.853,9.660,0.193,0.003,0.000,0.108,0.012,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.000421,0.067770,0.006210,0,0
32,1920,0,0.1,12.731,12.423,0.308,0.007,0.000,0.207,0.026,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.000339,0.067770,0.005005,0,0
33,960,0,0.0,8.517,8.333,0.184,0.003,0.001,0.098,0.011,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.000339,0.067770,0.005005,0,0
