# platform=macos kernel=darwin host=gyeongjinui-MacBookAir-3.local device=unknown git_commit=40af12c sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,noise_floor,ref_peak,noise_ratio,sync_lost,beat_missed
1,960,0,0.0,2.477,2.452,0.025,0.003,0.000,0.015,0.000,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.000006,0.000360,0.017809,0,0
2,2880,0,0.1,26.491,26.423,0.068,0.011,0.000,0.045,0.000,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.003863,0.064826,0.059596,0,0
3,960,0,0.0,4.716,4.686,0.030,0.004,0.000,0.018,0.000,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.003272,0.064399,0.050815,0,0
4,960,0,0.0,1.278,1.211,0.067,0.005,0.001,0.020,0.030,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.002085,0.063974,0.032593,0,0
5,960,0,0.0,1.275,1.214,0.061,0.003,0.000,0.023,0.020,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.001945,0.063550,0.030604,0,0
6,960,0,0.0,0.084,0.020,0.064,0.004,0.000,0.026,0.019,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.001550,0.063129,0.024547,0,0
7,960,0,0.0,0.101,0.017,0.084,0.004,0.000,0.047,0.014,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.001483,0.062711,0.023654,0,0
8,960,0,0.0,0.092,0.017,0.075,0.003,0.001,0.033,0.019,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.001053,0.062295,0.016905,0,0
9,960,0,0.0,0.139,0.060,0.079,0.003,0.000,0.038,0.014,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.000823,0.061882,0.013294,0,0
10,960,0,0.0,0.096,0.016,0.080,0.004,0.000,0.040,0.013,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.000744,0.061472,0.012105,0,0
11,960,0,0.0,0.102,0.018,0.084,0.003,0.001,0.043,0.012,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.000694,0.061067,0.011370,0,0
12,960,0,0.0,0.133,0.029,0.104,0.003,0.000,0.047,0.026,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.000687,0.060684,0.011316,0,0
13,960,0,0.0,0.119,0.025,0.094,0.004,0.000,0.048,0.012,0.030,0.0,0.0,0.0,0.0,0.0,0.0,0.001120,0.072807,0.015381,0,0
14,960,0,0.0,0.553,0.459,0.094,0.004,0.000,0.048,0.012,0.030,0.0,0.0,0.0,0.0,0.0,0.0,0.001511,0.072340,0.020882,0,0
15,960,0,0.0,0.126,0.022,0.104,0.003,0.000,0.055,0.012,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.001461,0.071863,0.020335,0,0
16,960,0,0.0,0.255,0.152,0.103,0.004,0.000,0.054,0.012,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.001214,0.071388,0.017010,0,0
17,960,0,0.0,0.132,0.020,0.112,0.003,0.001,0.059,0.012,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.001120,0.070915,0.015792,0,0
18,960,0,0.0,0.305,0.184,0.121,0.004,0.000,0.065,0.013,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.000915,0.070445,0.012989,0,0
19,960,0,0.0,0.171,0.038,0.133,0.003,0.000,0.074,0.012,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.000823,0.069978,0.011756,0,0
20,960,0,0.0,0.157,0.019,0.138,0.004,0.000,0.079,0.012,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.000778,0.069514,0.011198,0,0
21,960,0,0.0,1.206,1.041,0.165,0.004,0.000,0.088,0.026,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.000744,0.069053,0.010776,0,0
22,960,0,0.0,1.695,1.539,0.156,0.004,0.000,0.092,0.012,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.000681,0.068595,0.009928,0,0
23,960,0,0.0,1.682,1.509,0.173,0.004,0.000,0.106,0.012,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.000650,0.068140,0.009535,0,0
24,960,0,0.0,5.076,4.894,0.182,0.003,0.001,0.111,0.012,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.000553,0.067688,0.008177,0,0
25,960,0,0.0,6.776,6.663,0.113,0.004,0.000,0.044,0.012,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.000553,0.067275,0.008227,0,0
26,960,0,0.0,7.294,7.209,0.085,0.004,0.000,0.013,0.013,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.000553,0.067475,0.008202,0,0
27,960,0,0.0,9.945,9.776,0.169,0.003,0.000,0.096,0.012,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.000658,0.067770,0.009716,0,0
28,1920,0,0.1,12.214,11.892,0.322,0.007,0.001,0.224,0.022,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.000504,0.067770,0.007438,0,0
29,960,0,0.0,4.550,4.364,0.186,0.004,0.000,0.108,0.012,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.000421,0.067770,0.006211,0,0
30,960,0,0.0,7.734,7.545,0.189,0.004,0.000,0.108,0.012,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.000383,0.067770,0.005650,0,0
31,1920,0,0.1,12.269,11.977,0.292,0.007,0.001,0.195,0.022,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.000335,0.067770,0.004943,0,0
32,960,0,0.0,7.545,7.362,0.183,0.003,0.000,0.098,0.012,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.000335,0.067770,0.004943,0,0
33,1920,0,0.1,12.817,12.512,0.305,0.007,0.000,0.201,0.023,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.000413,0.067770,0.006096,0,0
34,960,0,0.0,9.114,8.947,0.167,0.004,0.000,0.076,0.013,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.000421,0.067770,0.006211,0,0
35,1920,0,0.1,16.122,15.912,0.210,0.007,0.000,0.047,0.077,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.000423,0.067770,0.006242,0,0
36,1920,0,0.1,11.828,11.513,0.315,0.007,0.000,0.196,0.028,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.000465,0.067770,0.006863,0,0
37,960,0,0.0,8.794,8.585,0.209,0.004,0.000,0.102,0.016,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.000421,0.067770,0.006211,0,0
38,1920,0,0.1,16.420,16.079,0.341,0.007,0.000,0.207,0.030,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.000286,0.067770,0.004213,0,0
39,1920,0,0.1,16.642,16.296,0.346,0.007,0.001,0.213,0.028,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,0.067770,0.003875,0,0
40,1920,0,0.1,16.465,16.124,0.341,0.007,0.000,0.212,0.027,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.000243,0.067770,0.003583,0,0
41,1920,0,0.1,17.727,17.441,0.286,0.007,0.000,0.146,0.026,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.067770,0.003547,0,0
42,2880,0,0.1,21.563,21.196,0.367,0.011,0.000,0.208,0.038,0.110,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.067770,0.005357,0,0
43,1920,0,0.1,13.882,13.510,0.372,0.007,0.001,0.210,0.034,0.120,0.0,0.0,0.0,0.0,0.0,0.0,0.000390,0.067770,0.005761,0,0
44,1920,0,0.1,14.274,13.915,0.359,0.007,0.000,0.203,0.026,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.000316,0.067770,0.004660,0,0
45,1920,0,0.1,16.840,16.474,0.366,0.009,0.000,0.191,0.032,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.000255,0.067770,0.003770,0,0
46,1920,0,0.1,19.428,19.068,0.360,0.007,0.000,0.179,0.036,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.000292,0.067770,0.004308,0,0
47,2880,0,0.1,20.910,20.621,0.289,0.010,0.000,0.111,0.042,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.000320,0.061048,0.005242,0,0
48,1920,0,0.1,12.174,11.819,0.355,0.007,0.000,0.178,0.034,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.000368,0.061048,0.006034,0,0
49,1920,0,0.1,13.039,12.699,0.340,0.007,0.000,0.174,0.026,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.000342,0.061048,0.005594,0,0
50,1920,0,0.1,15.023,14.666,0.357,0.007,0.000,0.177,0.034,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.000256,0.061048,0.004201,0,0
51,1920,0,0.1,16.004,15.500,0.504,0.007,0.000,0.179,0.163,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.000245,0.061048,0.004011,0,0
52,1920,0,0.1,18.412,18.060,0.352,0.007,0.000,0.173,0.026,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.000237,0.061048,0.003883,0,0
53,1920,0,0.1,19.280,19.032,0.248,0.007,0.000,0.058,0.027,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.000237,0.061048,0.003883,0,0
54,1920,0,0.1,20.371,20.016,0.355,0.008,0.000,0.161,0.026,0.160,0.0,0.0,0.0,0.0,0.0,0.0,0.000322,0.061782,0.005217,0,0
55,960,0,0.0,10.612,10.361,0.251,0.004,0.000,0.085,0.012,0.150,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.061782,0.005867,0,0
