# platform=macos kernel=darwin host=gyeongjinui-MacBookAir-3.local device=unknown git_commit=40af12c sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,noise_floor,ref_peak,noise_ratio,sync_lost,beat_missed
12,960,0,0.0,0.167,0.031,0.136,0.004,0.001,0.053,0.045,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.000688,0.060689,0.011339,0,0
13,960,0,0.0,0.115,0.023,0.092,0.003,0.000,0.048,0.012,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.001116,0.072808,0.015328,0,0
14,960,0,0.0,0.115,0.016,0.099,0.004,0.000,0.051,0.013,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.001507,0.072341,0.020832,0,0
15,960,0,0.0,0.117,0.019,0.098,0.004,0.000,0.049,0.013,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.001462,0.071864,0.020347,0,0
16,960,0,0.0,0.119,0.015,0.104,0.004,0.000,0.054,0.012,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.001209,0.071389,0.016931,0,0
17,960,0,0.0,0.128,0.018,0.110,0.003,0.000,0.058,0.012,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.001116,0.070916,0.015737,0,0
18,960,0,0.0,0.738,0.616,0.122,0.004,0.000,0.066,0.012,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.000913,0.070446,0.012966,0,0
19,960,0,0.0,1.005,0.881,0.124,0.004,0.000,0.070,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.000825,0.069979,0.011783,0,0
20,960,0,0.0,1.435,1.305,0.130,0.004,0.000,0.073,0.011,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.000779,0.069515,0.011200,0,0
21,960,0,0.0,0.958,0.773,0.185,0.003,0.000,0.095,0.039,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.000742,0.069054,0.010749,0,0
22,960,0,0.0,0.688,0.536,0.152,0.003,0.000,0.092,0.010,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.000679,0.068596,0.009892,0,0
23,960,0,0.0,0.275,0.116,0.159,0.004,0.000,0.096,0.012,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.000650,0.068141,0.009535,0,0
24,960,0,0.0,0.203,0.025,0.178,0.004,0.000,0.112,0.011,0.050,0.0,0.0,0.0,0.0,0.0,0.0,0.000555,0.067689,0.008205,0,0
25,960,0,0.0,1.083,0.972,0.111,0.003,0.000,0.042,0.011,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.000555,0.067276,0.008255,0,0
26,960,0,0.0,0.852,0.761,0.091,0.004,0.000,0.015,0.012,0.060,0.0,0.0,0.0,0.0,0.0,0.0,0.000555,0.067472,0.008231,0,0
27,960,0,0.0,0.184,0.021,0.163,0.004,0.000,0.091,0.012,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.000655,0.067767,0.009660,0,0
28,960,0,0.0,2.996,2.818,0.178,0.003,0.001,0.107,0.012,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.000555,0.067767,0.008195,0,0
29,960,0,0.0,4.591,4.402,0.189,0.003,0.000,0.108,0.011,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.000503,0.067767,0.007419,0,0
30,960,0,0.0,4.834,4.655,0.179,0.003,0.001,0.102,0.011,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.000420,0.067767,0.006199,0,0
31,960,0,0.0,8.449,8.270,0.179,0.004,0.000,0.101,0.011,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.000389,0.067767,0.005737,0,0
32,1920,0,0.1,12.688,12.399,0.289,0.007,0.000,0.193,0.022,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.000338,0.067767,0.004981,0,0
33,960,0,0.0,7.246,7.067,0.179,0.004,0.000,0.096,0.011,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.000338,0.067767,0.004981,0,0
34,1920,0,0.1,11.407,11.098,0.309,0.007,0.000,0.207,0.021,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.000413,0.067767,0.006095,0,0
35,960,0,0.0,5.801,5.640,0.161,0.003,0.000,0.074,0.011,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.000420,0.067767,0.006199,0,0
36,1920,0,0.1,10.840,10.653,0.187,0.007,0.000,0.044,0.060,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.000424,0.067767,0.006259,0,0
37,960,0,0.0,5.550,5.350,0.200,0.003,0.000,0.097,0.017,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.000511,0.067767,0.007536,0,0
38,960,0,0.0,10.010,9.812,0.198,0.004,0.000,0.097,0.016,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.000464,0.067767,0.006844,0,0
39,1920,0,0.1,15.113,14.799,0.314,0.006,0.001,0.195,0.028,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.000362,0.067767,0.005337,0,0
40,1920,0,0.1,13.970,13.642,0.328,0.007,0.000,0.201,0.029,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.000268,0.067767,0.003961,0,0
41,1920,0,0.1,12.288,11.957,0.331,0.007,0.000,0.203,0.031,0.090,0.0,0.0,0.0,0.0,0.0,0.0,0.000245,0.067767,0.003611,0,0
42,1920,0,0.1,12.667,12.331,0.336,0.007,0.000,0.209,0.025,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.000241,0.067767,0.003551,0,0
43,1920,0,0.1,11.179,11.003,0.176,0.007,0.000,0.046,0.026,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.000241,0.067767,0.003551,0,0
44,1920,0,0.1,11.300,10.964,0.336,0.007,0.000,0.194,0.027,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.000362,0.067767,0.005337,0,0
45,1920,0,0.1,12.964,12.624,0.340,0.007,0.000,0.197,0.027,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.000390,0.067767,0.005761,0,0
46,1920,0,0.1,16.841,16.492,0.349,0.007,0.000,0.197,0.029,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.000315,0.067767,0.004645,0,0
47,2880,0,0.1,19.748,19.321,0.427,0.011,0.000,0.257,0.039,0.120,0.0,0.0,0.0,0.0,0.0,0.0,0.000260,0.067767,0.003841,0,0
48,1920,0,0.1,11.393,11.081,0.312,0.007,0.000,0.151,0.030,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.000314,0.067767,0.004628,0,0
49,1920,0,0.1,13.104,12.857,0.247,0.010,0.000,0.049,0.039,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.000319,0.061048,0.005229,0,0
50,1920,0,0.1,14.624,14.233,0.391,0.007,0.000,0.197,0.037,0.150,0.0,0.0,0.0,0.0,0.0,0.0,0.000367,0.061048,0.006016,0,0
51,1920,0,0.1,15.647,15.294,0.353,0.007,0.000,0.178,0.029,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.000343,0.061048,0.005617,0,0
52,1920,0,0.1,17.591,17.178,0.413,0.010,0.000,0.200,0.036,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.000259,0.061048,0.004236,0,0
53,1920,0,0.1,19.130,18.667,0.463,0.007,0.000,0.175,0.136,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.000245,0.061048,0.004009,0,0
54,2880,0,0.1,21.779,21.365,0.414,0.011,0.000,0.209,0.040,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.000239,0.061048,0.003913,0,0
55,1920,0,0.1,12.959,12.679,0.280,0.007,0.000,0.088,0.028,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.000292,0.061787,0.004721,0,0
56,1920,0,0.1,16.139,15.740,0.399,0.007,0.001,0.169,0.032,0.190,0.0,0.0,0.0,0.0,0.0,0.0,0.000360,0.061787,0.005825,0,0
57,1920,0,0.1,16.276,15.919,0.357,0.007,0.000,0.160,0.027,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.000349,0.061787,0.005651,0,0
58,1920,0,0.1,16.724,16.371,0.353,0.006,0.001,0.163,0.026,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.000259,0.061787,0.004185,0,0
59,1920,0,0.1,18.097,17.677,0.420,0.007,0.001,0.193,0.028,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.061787,0.003884,0,0
60,1920,0,0.1,18.913,18.496,0.417,0.008,0.000,0.177,0.028,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.000302,0.061787,0.004887,0,0
61,2880,0,0.1,21.802,21.376,0.426,0.010,0.000,0.167,0.051,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.000349,0.061048,0.005719,0,0
62,1920,0,0.1,12.827,12.362,0.465,0.007,0.001,0.228,0.031,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.000349,0.061048,0.005719,0,0
63,1920,0,0.1,15.049,14.601,0.448,0.007,0.000,0.218,0.027,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.061048,0.004218,0,0
64,1920,0,0.1,15.807,15.384,0.423,0.007,0.000,0.200,0.030,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.000230,0.061048,0.003766,0,0
65,1920,0,0.1,17.283,16.834,0.449,0.007,0.001,0.207,0.036,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.000230,0.061048,0.003766,0,0
66,1920,0,0.1,19.146,18.767,0.379,0.007,0.000,0.145,0.025,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.000231,0.061048,0.003789,0,0
67,960,0,0.0,9.319,9.098,0.221,0.003,0.000,0.013,0.012,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.000231,0.061048,0.003789,0,0
68,1920,0,0.1,11.068,10.633,0.435,0.007,0.000,0.190,0.031,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.000312,0.061787,0.005056,0,0
69,1920,0,0.1,12.312,11.862,0.450,0.007,0.000,0.199,0.030,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.000343,0.061787,0.005557,0,0
70,1920,0,0.1,12.669,12.220,0.449,0.007,0.000,0.208,0.026,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.000278,0.061787,0.004501,0,0
71,1920,0,0.1,17.092,16.620,0.472,0.008,0.000,0.214,0.027,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.000230,0.061787,0.003730,0,0
72,1920,0,0.1,18.071,17.598,0.473,0.007,0.001,0.214,0.029,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.000236,0.061787,0.003813,0,0
73,1920,0,0.1,19.940,19.579,0.361,0.007,0.000,0.092,0.032,0.230,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.061787,0.003884,0,0
74,2880,0,0.1,20.878,20.382,0.496,0.010,0.001,0.225,0.036,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.000326,0.061827,0.005269,0,0
75,1920,0,0.1,11.583,11.145,0.438,0.007,0.000,0.176,0.030,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.000293,0.061827,0.004744,0,0
76,1920,0,0.1,13.899,13.422,0.477,0.007,0.000,0.180,0.030,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.000236,0.061827,0.003812,0,0
77,1920,0,0.1,15.881,15.442,0.439,0.007,0.000,0.157,0.026,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.000232,0.061827,0.003753,0,0
78,1920,0,0.1,17.950,17.509,0.441,0.007,0.000,0.150,0.026,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.000232,0.061827,0.003749,0,0
79,1920,0,0.1,19.375,19.044,0.331,0.007,0.000,0.040,0.030,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.000232,0.061827,0.003749,0,0
80,1920,0,0.1,20.105,19.682,0.423,0.007,0.000,0.139,0.026,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0.000300,0.061868,0.004849,0,0
81,960,0,0.0,10.421,10.094,0.327,0.004,0.000,0.074,0.012,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.000326,0.061868,0.005277,0,0
82,1920,0,0.1,11.960,11.501,0.459,0.007,0.001,0.152,0.031,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.000326,0.061868,0.005266,0,0
83,1920,0,0.1,12.620,12.161,0.459,0.007,0.000,0.156,0.025,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.000241,0.061868,0.003896,0,0
84,1920,0,0.1,14.662,14.198,0.464,0.007,0.000,0.158,0.026,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.000239,0.061868,0.003858,0,0
85,1920,0,0.1,16.578,16.128,0.450,0.007,0.000,0.138,0.026,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.000288,0.061868,0.004660,0,0
86,1920,0,0.1,18.160,17.794,0.366,0.007,0.000,0.050,0.027,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.000297,0.061827,0.004804,0,0
87,1920,0,0.1,20.159,19.273,0.886,0.007,0.000,0.147,0.454,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.000353,0.061827,0.005716,0,0
88,960,0,0.0,10.496,10.147,0.349,0.003,0.000,0.069,0.013,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.000352,0.061827,0.005700,0,0
89,1920,0,0.1,12.415,11.706,0.709,0.007,0.001,0.149,0.031,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.000297,0.061827,0.004801,0,0
90,1920,0,0.1,14.968,14.473,0.495,0.006,0.001,0.158,0.030,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.000229,0.061827,0.003712,0,0
91,1920,0,0.1,16.132,15.615,0.517,0.007,0.000,0.181,0.031,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.000229,0.061827,0.003712,0,0
92,1920,0,0.1,18.825,18.362,0.463,0.008,0.000,0.118,0.037,0.300,0.0,0.0,0.0,0.0,0.0,0.0,0.000229,0.061827,0.003712,0,0
93,1920,0,0.1,19.664,19.236,0.428,0.008,0.000,0.101,0.029,0.290,0.0,0.0,0.0,0.0,0.0,0.0,0.000278,0.061868,0.004491,0,0
94,2880,0,0.1,21.474,20.811,0.663,0.010,0.000,0.296,0.042,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.000396,0.061868,0.006400,0,0
95,1920,0,0.1,12.424,11.864,0.560,0.007,0.000,0.208,0.029,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.000307,0.061868,0.004960,0,0
96,1920,0,0.1,14.587,14.027,0.560,0.007,0.000,0.201,0.033,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.000244,0.061868,0.003947,0,0
97,1920,0,0.1,20.002,19.469,0.533,0.007,0.000,0.191,0.029,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.000297,0.061868,0.004798,0,0
98,2880,0,0.1,20.879,20.371,0.508,0.011,0.000,0.137,0.041,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.000312,0.061827,0.005051,0,0
99,1920,0,0.1,13.141,12.576,0.565,0.007,0.000,0.187,0.034,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.000406,0.061827,0.006567,0,0
100,1920,0,0.1,13.670,13.091,0.579,0.012,0.000,0.196,0.029,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.000360,0.061827,0.005829,0,0
101,1920,0,0.1,16.451,15.851,0.600,0.015,0.001,0.203,0.038,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.000242,0.061827,0.003919,0,0
102,1920,0,0.1,19.090,18.504,0.586,0.007,0.000,0.213,0.033,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.000234,0.061827,0.003789,0,0
103,2880,0,0.1,20.442,19.821,0.621,0.011,0.000,0.234,0.042,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.000234,0.061827,0.003789,0,0
104,1920,0,0.1,12.971,12.497,0.474,0.006,0.001,0.095,0.029,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,0.061868,0.004252,0,0
105,1920,0,0.1,14.118,13.509,0.609,0.006,0.000,0.210,0.029,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.000334,0.061868,0.005394,0,0
106,1920,0,0.1,16.455,15.845,0.610,0.007,0.001,0.218,0.027,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.000313,0.061868,0.005055,0,0
107,1920,0,0.1,17.560,16.942,0.618,0.007,0.000,0.210,0.035,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.061868,0.003878,0,0
108,1920,0,0.1,20.474,19.866,0.608,0.007,0.001,0.202,0.028,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.000227,0.061868,0.003667,0,0
109,960,0,0.0,10.936,10.460,0.476,0.003,0.000,0.097,0.013,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.061868,0.003872,0,0
110,1920,0,0.1,11.765,11.262,0.503,0.012,0.000,0.088,0.029,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.000263,0.061868,0.004256,0,0
111,1920,0,0.1,15.012,13.863,1.149,0.007,0.001,0.144,0.627,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.000303,0.062018,0.004893,0,0
112,2880,0,0.1,24.814,24.076,0.738,0.010,0.030,0.285,0.042,0.370,0.0,0.0,0.0,0.0,0.0,0.0,0.000294,0.062018,0.004739,0,0
113,1920,0,0.1,16.851,16.212,0.639,0.007,0.020,0.191,0.032,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.000240,0.062018,0.003868,0,0
114,1920,0,0.1,19.824,19.160,0.664,0.007,0.020,0.204,0.027,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.000236,0.062018,0.003811,0,0
115,2880,0,0.1,21.356,20.667,0.689,0.010,0.030,0.225,0.043,0.381,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000236,0.062018,0.003811,0,0
116,1920,0,0.1,13.633,13.140,0.493,0.007,0.020,0.030,0.030,0.406,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000236,0.062018,0.003811,0,0
117,1920,0,0.1,15.018,14.376,0.642,0.007,0.022,0.137,0.091,0.385,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000267,0.062167,0.004290,0,0
118,2880,0,0.1,24.574,23.800,0.774,0.011,0.032,0.284,0.043,0.404,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000272,0.062167,0.004381,0,0
119,1920,0,0.1,15.661,14.976,0.685,0.007,0.022,0.201,0.029,0.426,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000232,0.062167,0.003730,0,0
120,1920,0,0.1,18.484,17.799,0.685,0.007,0.020,0.203,0.033,0.422,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000230,0.062167,0.003705,0,0
121,1920,0,0.1,19.521,18.938,0.583,0.007,0.021,0.099,0.027,0.429,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000246,0.062167,0.003953,0,0
122,2880,0,0.1,25.217,24.523,0.694,0.011,0.030,0.115,0.111,0.427,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000251,0.062103,0.004047,0,0
123,2880,0,0.1,23.152,22.346,0.806,0.010,0.030,0.298,0.041,0.425,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000251,0.062103,0.004047,0,0
124,1920,0,0.1,15.961,15.252,0.709,0.007,0.024,0.205,0.029,0.444,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000223,0.062103,0.003590,0,0
125,1920,0,0.1,17.525,16.821,0.704,0.010,0.020,0.204,0.032,0.438,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000203,0.062103,0.003266,0,0
126,1920,0,0.1,19.688,19.075,0.613,0.007,0.020,0.126,0.030,0.429,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000195,0.062103,0.003143,0,0
127,2880,0,0.1,22.081,21.404,0.677,0.010,0.036,0.068,0.112,0.450,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000195,0.062103,0.003146,0,0
128,2880,0,0.1,21.911,21.098,0.813,0.010,0.030,0.287,0.043,0.442,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000206,0.062103,0.003318,0,0
129,1920,0,0.1,13.169,12.444,0.725,0.007,0.020,0.200,0.030,0.468,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000206,0.062103,0.003318,0,0
130,1920,0,0.1,16.484,15.763,0.721,0.007,0.020,0.197,0.029,0.467,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000206,0.062103,0.003325,0,0
131,1920,0,0.1,19.678,18.946,0.732,0.007,0.021,0.171,0.040,0.493,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000206,0.062103,0.003320,0,0
132,2880,0,0.1,21.796,21.156,0.640,0.010,0.030,0.040,0.045,0.514,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000206,0.062103,0.003320,0,0
133,1920,0,0.1,14.291,13.540,0.751,0.007,0.022,0.172,0.084,0.466,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000207,0.062103,0.003340,0,0
134,2880,0,0.1,22.917,22.059,0.858,0.010,0.029,0.291,0.040,0.487,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000209,0.062103,0.003367,0,0
135,1920,0,0.1,15.217,14.468,0.749,0.007,0.020,0.193,0.030,0.499,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000198,0.062103,0.003185,0,0
136,1920,0,0.1,17.467,16.721,0.746,0.012,0.020,0.178,0.038,0.498,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000180,0.062103,0.002904,0,0
137,1920,0,0.1,19.844,19.259,0.585,0.007,0.021,0.041,0.029,0.487,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000181,0.062103,0.002914,0,0
138,1920,0,0.1,20.647,19.960,0.687,0.007,0.023,0.056,0.099,0.502,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000183,0.062103,0.002951,0,0
139,960,0,0.0,11.258,10.660,0.598,0.003,0.010,0.087,0.015,0.483,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000195,0.062103,0.003143,0,0
140,2880,0,0.1,21.343,20.475,0.868,0.010,0.030,0.261,0.051,0.515,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000199,0.062103,0.003201,0,0
141,1920,0,0.1,11.949,11.194,0.755,0.011,0.020,0.176,0.033,0.515,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000199,0.062103,0.003209,0,0
142,1920,0,0.1,16.422,15.661,0.761,0.007,0.019,0.183,0.027,0.524,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000209,0.062103,0.003360,0,0
143,1920,0,0.1,17.136,16.442,0.694,0.007,0.020,0.097,0.033,0.537,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000209,0.062103,0.003367,0,0
144,1920,0,0.1,18.527,17.925,0.602,0.007,0.019,0.026,0.030,0.519,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000209,0.062103,0.003367,0,0
145,2880,0,0.1,22.855,21.929,0.926,0.011,0.031,0.248,0.100,0.536,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000226,0.062103,0.003646,0,0
146,2880,0,0.1,21.665,20.796,0.869,0.011,0.034,0.257,0.042,0.521,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000224,0.062103,0.003610,0,0
147,1920,0,0.1,12.490,11.696,0.794,0.007,0.020,0.183,0.033,0.549,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000199,0.062103,0.003201,0,0
148,1920,0,0.1,14.420,13.681,0.739,0.011,0.020,0.125,0.031,0.551,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000198,0.062103,0.003184,0,0
149,1920,0,0.1,15.941,14.691,1.250,0.007,0.020,0.026,0.086,1.111,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000198,0.062103,0.003184,0,0
150,1920,0,0.1,17.442,16.618,0.824,0.007,0.022,0.128,0.103,0.564,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000209,0.061953,0.003369,0,0
151,2880,0,0.1,26.920,26.036,0.884,0.011,0.030,0.265,0.041,0.536,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000222,0.061953,0.003585,0,0
152,1920,0,0.1,16.623,15.841,0.782,0.007,0.023,0.183,0.030,0.539,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000222,0.061953,0.003585,0,0
153,1920,0,0.1,18.503,17.675,0.828,0.007,0.021,0.189,0.033,0.578,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000222,0.061953,0.003585,0,0
154,1920,0,0.1,17.406,16.678,0.728,0.007,0.020,0.091,0.032,0.578,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000222,0.061953,0.003585,0,0
155,1920,0,0.1,17.958,17.305,0.653,0.007,0.021,0.026,0.029,0.570,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000222,0.061953,0.003585,0,0
156,1920,0,0.1,18.846,17.972,0.874,0.007,0.023,0.169,0.092,0.583,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000224,0.062103,0.003610,0,0
157,2880,0,0.1,25.195,24.234,0.961,0.011,0.030,0.279,0.050,0.591,100.6,96621.8,960.0,57.4,96718.2,1686.0,0.000224,0.062103,0.003610,0,0
