frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.1,2.2,8.7,4.3,88.6,1631.3,16214.9,88.1,2400.0,917510
200,28.8,2.1,8.1,5.5,99.2,1638.8,16214.9,87.5,2400.0,917510
300,28.3,2.4,8.1,2.9,99.2,1650.8,16214.9,87.5,2400.0,917510
400,28.3,2.0,8.0,4.5,99.2,1666.8,16214.9,86.5,2400.0,917510
500,28.6,2.8,8.1,3.3,99.2,1673.3,16214.9,87.5,2400.0,917510
600,28.0,2.1,6.8,3.8,99.2,1661.3,16214.9,88.1,2400.0,917510
700,28.2,2.7,7.5,3.5,99.1,1661.5,16214.9,88.7,2400.0,917510
800,28.0,2.4,5.6,4.0,99.2,1676.2,16214.9,88.1,2400.0,917510
900,29.0,3.4,7.9,3.9,99.6,1674.0,16214.9,88.7,2400.0,917510
1000,27.8,2.2,6.8,2.6,99.3,1664.9,16214.9,89.2,2400.0,917510
