frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,25.8,14.1,63.9,3.2,22.9,2254.9,16214.9,82.0,2400.0,917504
200,31.8,16.0,98.9,4.7,8.5,2261.1,16214.9,83.2,2400.0,917512
300,30.7,13.6,99.0,4.0,5.1,2270.6,16214.9,82.6,2400.0,917512
400,30.7,10.9,99.0,7.7,4.4,2275.6,16214.9,84.3,2400.0,917512
