frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.1,89.0,1.3,11.5,6.0,2292.6,16214.9,87.0,2400.0,917512
200,29.5,99.2,2.1,9.2,6.9,2293.3,16214.9,85.9,2400.0,917510
300,29.2,99.2,2.1,9.3,6.3,2298.0,16214.9,85.9,2400.0,917510
400,29.1,99.2,2.7,9.1,5.1,2302.4,16214.9,85.9,2400.0,917510
500,28.9,99.6,1.8,8.9,5.3,2300.2,16214.9,85.4,2400.0,917510
600,28.9,99.0,2.7,11.1,2.3,2279.1,16214.9,84.8,2400.0,917510
700,28.6,99.6,1.7,3.9,8.2,2284.0,16214.9,86.5,2400.0,917510
800,29.0,98.9,2.5,5.1,9.2,2285.7,16214.9,86.5,2400.0,917510
900,29.4,99.2,2.1,7.0,9.5,2285.1,16214.9,85.9,2400.0,917510
1000,28.7,8.2,93.3,5.2,8.6,2285.2,16214.9,87.0,2400.0,917510
1100,29.0,2.8,99.4,5.0,9.1,2286.3,16214.9,86.5,2400.0,917510
1200,28.5,1.7,99.3,3.4,9.1,2284.9,16214.9,86.5,2400.0,917510
1300,28.9,3.1,56.8,7.4,48.1,2283.2,16214.9,87.0,2400.0,917510
1400,28.7,2.3,1.9,10.7,99.2,2283.6,16214.9,86.5,2400.0,917510
