frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,27.8,3.9,90.4,6.5,10.3,2331.0,16214.9,85.9,2400.0,917510
200,29.2,2.3,99.0,1.7,13.0,2323.8,16214.9,87.0,2400.0,917510
300,28.9,1.8,73.6,27.7,12.3,2312.9,16214.9,88.7,2400.0,917510
400,28.6,2.1,4.2,99.1,8.3,2314.0,16214.9,87.5,2400.0,917510
500,28.7,2.5,4.3,99.1,8.9,2311.1,16214.9,87.5,2400.0,917510
600,29.0,2.7,5.4,99.4,9.3,2307.7,16214.9,88.1,2400.0,917510
700,28.9,2.8,4.3,99.1,8.8,2306.6,16214.9,88.1,2400.0,917510
800,29.0,3.5,2.3,99.1,11.2,2311.0,16214.9,87.5,2400.0,917510
900,28.6,1.9,3.5,99.4,9.1,2311.8,16214.9,88.7,2400.0,917510
1000,28.9,2.6,9.0,99.1,4.6,2311.5,16214.9,87.0,2400.0,917510
1100,29.0,3.6,9.0,99.4,4.2,2311.4,16214.9,87.0,2400.0,917510
1200,28.5,2.8,7.8,99.1,4.3,2308.7,16214.9,88.1,2400.0,917510
