# platform=debian kernel=linux host=lg1 device=rpi1 git_commit=bd7d1f3 sample_rate=96000
frame,samples,block_drops,buffer_pct,total_ms,wait_ms,exec_ms,copy_ms,sound_ms,tg_ms,ui_ms,plot_ms,bg_fps,bg_sps,bg_spf,fg_fps,fg_sps,fg_spf,sync_locked,bph,rate_spd,beat_error_ms,amplitude_deg
1,1920,0,0.1,0.307,0.183,0.124,0.011,0.001,0.078,0.000,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
2,1920,0,0.1,11.203,11.046,0.157,0.014,0.001,0.076,0.001,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
3,1920,0,0.1,0.293,0.056,0.237,0.012,0.001,0.094,0.088,0.040,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
4,1920,0,0.1,0.401,0.040,0.361,0.012,0.000,0.141,0.166,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
5,1920,0,0.1,0.453,0.043,0.410,0.012,0.001,0.199,0.144,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
6,1920,0,0.1,0.512,0.040,0.472,0.012,0.000,0.270,0.121,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
7,1920,0,0.1,0.639,0.040,0.599,0.012,0.000,0.324,0.178,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
8,1920,0,0.1,0.635,0.044,0.591,0.012,0.000,0.354,0.130,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
9,1920,0,0.1,0.715,0.061,0.654,0.012,0.000,0.401,0.125,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
10,1920,0,0.1,0.774,0.041,0.733,0.011,0.001,0.495,0.106,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
11,1920,0,0.1,0.935,0.037,0.898,0.011,0.001,0.647,0.107,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
12,1920,0,0.1,1.308,0.039,1.269,0.012,0.000,0.780,0.325,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
13,1920,0,0.1,1.238,0.039,1.199,0.011,0.001,0.924,0.106,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
14,1920,0,0.1,0.540,0.040,0.500,0.012,0.000,0.208,0.109,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
15,1920,0,0.1,1.294,0.039,1.255,0.011,0.001,0.915,0.128,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
16,1920,0,0.1,1.366,0.038,1.328,0.012,0.001,0.986,0.131,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
17,1920,0,0.1,1.292,0.039,1.253,0.012,0.000,0.927,0.102,0.210,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
18,1920,0,0.1,1.308,0.056,1.252,0.012,0.001,0.910,0.103,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
19,1920,0,0.1,1.331,0.061,1.270,0.012,0.001,0.910,0.107,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
20,1920,0,0.1,1.371,0.060,1.311,0.011,0.001,0.368,0.665,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
21,1920,0,0.1,1.115,0.067,1.048,0.012,0.001,0.599,0.162,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
22,1920,0,0.1,1.432,0.067,1.365,0.012,0.000,0.929,0.135,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
23,1920,0,0.1,1.082,0.061,1.021,0.008,0.000,0.652,0.129,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
24,1920,0,0.1,1.134,0.056,1.078,0.008,0.001,0.704,0.113,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
25,1920,0,0.1,1.183,0.058,1.125,0.009,0.001,0.685,0.179,0.250,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
26,1920,0,0.1,0.882,0.054,0.828,0.008,0.001,0.441,0.119,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
27,1920,0,0.1,0.788,0.059,0.729,0.009,0.000,0.307,0.135,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
28,1920,0,0.1,4.903,3.245,1.658,0.013,0.002,1.094,0.158,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
29,1920,0,0.1,12.404,10.972,1.432,0.013,0.001,0.877,0.124,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
30,1920,0,0.1,19.853,18.459,1.394,0.014,0.002,0.801,0.152,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
31,1920,0,0.1,2.069,0.824,1.245,0.011,0.001,0.712,0.139,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
32,1920,0,0.1,10.188,8.954,1.234,0.013,0.002,0.645,0.140,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
33,1920,0,0.1,17.964,16.968,0.996,0.012,0.001,0.162,0.206,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
