frame,cpu_total,cpu0,cpu1,cpu2,cpu3,mem_used_mb,mem_total_mb,temp_c,freq_mhz,throttled
100,26.3,11.6,2.4,85.9,4.1,2300.2,16214.9,85.9,2400.0,917510
200,29.5,11.7,2.4,99.2,4.9,2315.9,16214.9,85.9,2400.0,917510
300,29.1,9.7,2.3,99.1,4.1,2340.8,16214.9,86.5,2400.0,917510
400,29.0,11.0,2.0,99.3,3.7,2350.5,16214.9,85.9,2400.0,917510
500,28.9,8.6,1.6,99.2,4.8,2344.9,16214.9,85.9,2400.0,917510
600,28.8,10.1,3.8,99.3,1.9,2351.7,16214.9,86.5,2400.0,917510
700,28.9,9.9,3.7,99.2,0.8,2349.7,16214.9,86.5,2400.0,917510
800,29.0,9.8,4.6,99.3,2.3,2348.1,16214.9,85.4,2400.0,917510
900,28.9,8.9,5.3,99.3,2.4,2345.2,16214.9,86.5,2400.0,917510
1000,28.4,7.6,3.4,99.0,1.7,2350.7,16214.9,86.5,2400.0,917510
1100,28.6,9.0,4.3,99.4,2.2,2353.1,16214.9,86.5,2400.0,917510
1200,28.5,9.0,3.9,99.1,1.5,2349.4,16214.9,84.8,2400.0,917510
1300,28.8,8.9,3.6,99.3,2.1,2348.4,16214.9,87.5,2400.0,917510
